PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00GVf,2b2k2/6q1/pn4p1/1rp2p2/8/8/1P2Q1P1/1K2R2R b - - 3 32,c8d7 h1h8 g7h8 e2e7 f8g8 e7d8,1680,76,94,7825,crushing exposedKing long middlegame sacrifice,https://lichess.org/sTFSNjA5/black#64,
00J1t,r1qr3k/pp3pB1/1np1pb2/8/3P3P/2N2PR1/PP1Q2P1/2KR4 b - - 0 22,f6g7 d2g5 d8g8 g5h5 g7h6 h5h6,1655,73,97,11820,exposedKing kingsideAttack long mate mateIn3 middlegame,https://lichess.org/77hjhVfM/black#44,
01r7u,8/1p1k1pp1/p5p1/3nR3/3P4/Q5P1/P3KP1r/7q b - - 9 32,d7c6 a3c5 c6d7 e5d5 h1d5 c5d5,1649,75,93,391,crushing deflection endgame exposedKing long,https://lichess.org/myiacqxm/black#64,
02c7T,r1kr4/3n3R/1qpQ4/8/pn1P2P1/6B1/1PP5/1K3R2 b - - 1 31,b4d5 h7d7 d8d7 f1f8 c8b7 d6d7,1628,82,89,50,crushing deflection exposedKing long middlegame sacrifice,https://lichess.org/TxyP8eB1/black#62,
03Njs,2r4r/4qp2/p1p2k2/8/4p1Q1/6R1/PP3PPP/6K1 b - - 3 32,c8g8 g4f4 f6e6 f4e4 e6d7 g3d3 d7e8 e4c6,1677,93,74,61,advantage deflection endgame exposedKing interference veryLong,https://lichess.org/Oq2ZVfn7/black#64,
03gJT,3r4/p3k3/6p1/4Ppn1/1P6/P2p2P1/3B1K2/4R3 b - - 1 49,g5e4 e1e4 f5e4 d2g5 e7e6 g5d8,1613,74,83,152,crushing endgame exposedKing long sacrifice skewer,https://lichess.org/dK7bKjDI/black#98,
04d8N,8/pkp5/1p2P1Q1/2b3p1/5q2/2N5/PPPK2PP/8 w - - 3 39,d2d3 f4e3 d3c4 e3d4 c4b3 d4b4,1646,75,94,5591,endgame exposedKing long mate mateIn3,https://lichess.org/znLuJx5e#77,
04uxm,2k5/5p2/Q1P2p2/4p3/7p/P6P/6PK/3r1r2 b - - 4 37,c8c7 a6b7 c7d6 b7d7 d6c5 d7d1 f1d1 c6c7 d1d6 c7c8q,1699,81,93,9470,advancedPawn crushing endgame exposedKing promotion queenRookEndgame sacrifice veryLong,https://lichess.org/HzZ5XjzK/black#74,
06paz,8/8/3Q4/8/3P4/4n2k/6r1/3K4 w - - 5 50,d1c1 g2g1 c1d2 e3c4 d2d3 c4d6,1610,123,100,11,crushing endgame exposedKing fork long,https://lichess.org/n3FIGqjO#99,
0739T,4r1k1/p1pb1ppp/2Bq4/8/4P3/2Q2P2/Pr3P1P/RN1KR3 w - - 1 23,c6d5 d7a4 d1c1 b2c2 c3c2 a4c2,1618,80,88,48,advantage exposedKing fork long middlegame,https://lichess.org/lFZYXEnD#45,
07M1s,4k2r/pp1rP1pp/n3Qpq1/2p2n2/P7/2P3P1/2P2P1P/R1B1R1K1 b k - 2 21,d7e7 e6c8 e8f7 e1e7 f5e7 c8h8,1610,74,95,11797,advantage discoveredAttack exposedKing long middlegame,https://lichess.org/K6fUyt9z/black#42,
07r28,r2r1k2/4b3/3pqpQp/2p1pR2/p1P1P3/1P5P/P5P1/5RK1 b - - 3 32,a8a7 f5f6 e7f6 f1f6 e6f6 g6f6,1678,76,96,19904,advantage exposedKing fork long middlegame,https://lichess.org/8K3q39Zw/black#64,
08iRv,5r2/4R3/2pp4/p3b1kp/4P3/1P4P1/P1P1KN1P/8 w - - 0 37,e7a7 f8f2 e2f2 e5d4 f2g2 d4a7,1685,74,97,1667,advantage attraction endgame exposedKing fork long sacrifice,https://lichess.org/AQbuyOvL#73,
08spC,8/8/2R5/5k2/2p3pP/1p1n2P1/1K6/8 w - - 8 52,b2a3 b3b2 a3a2 d3b4 a2b2 b4c6,1603,74,92,5979,advancedPawn crushing endgame exposedKing fork long,https://lichess.org/czvia68e#103,
09Gi4,3r4/5kpp/5p2/1p6/2b1N3/P3K3/1P3PPP/2R5 w - - 2 29,e4d2 d8d3 e3e2 d3c3 d2c4 c3c1,1622,77,96,27070,advantage discoveredAttack endgame exposedKing long,https://lichess.org/vLtwuDOT#57,
09RB6,6rk/1pp2p2/5P2/pb1p3P/5pn1/2P2N2/PPB1K3/RN6 w - - 4 27,c2d3 g8e8 e2d2 b5d3 d2d3 e8e3 d3c2 e3f3,1690,74,92,1926,advantage attraction exposedKing fork middlegame veryLong,https://lichess.org/uILAlbZi#53,
09Rqh,Nn5r/pp1k1p1p/6p1/3q4/8/BP2QP1P/P1P1K3/b4B2 b - - 2 19,h8e8 e3e8 d7e8 a8c7 e8d7 c7d5,1635,199,-10,7,attraction crushing exposedKing fork long middlegame sacrifice,https://lichess.org/9qdHRE6R/black#38,Queens_Pawn_Game Queens_Pawn_Game_Veresov
09ezP,8/2bkr3/1rn2q1p/1p2p1p1/pB1p4/P5P1/1PQ1RPNP/2R3K1 b - - 3 33,c6b4 c2c7 d7e8 c7c8 e8f7 a3b4,1686,74,91,3116,advantage exposedKing long middlegame,https://lichess.org/HwvURyPZ/black#66,
0A0yb,1r1r2k1/1Q3p1p/pB2p1p1/8/4PPP1/2b4P/P5B1/n5K1 w - - 2 23,b7a6 b8b6 a6b6 c3d4 b6d4 d8d4,1633,75,90,114,crushing exposedKing fork long master middlegame sacrifice,https://lichess.org/2wZWC2am#45,
0Aozg,r7/1Q2kn1p/4p3/q2pPp2/2bP2p1/b7/R4PPP/R5K1 b - - 3 29,e7f8 a2a3 a5a3 a1a3 a8a3 b7b4 f8e8 b4a3,1695,84,86,42,attraction crushing exposedKing fork master middlegame veryLong,https://lichess.org/LKsf8G4U/black#58,
0AtUL,8/pp2k3/2n5/2p1P1N1/4N1n1/2P5/PP4rr/3K1R2 b - - 4 33,g2b2 f1f7 e7d8 g5e6 d8c8 e4d6 c8b8 f7f8 c6d8 f8d8,1654,77,95,22498,exposedKing mate mateIn5 middlegame veryLong,https://lichess.org/31qIehlr/black#66,
0B2Q2,1Q1k2r1/p7/3q4/3p4/3P4/1P4r1/P5B1/5RK1 b - - 1 38,d8d7 f1f7 d7e6 f7f6 e6f6 b8d6,1636,75,99,714,attraction crushing deflection endgame exposedKing long,https://lichess.org/aR3i2Ftf/black#76,
0B7og,7k/6p1/p1p2p1p/8/8/1P1QB1PP/n2K1P2/7q w - - 4 44,d3a6 h1c1 d2e2 a2c3 e2d3 c1f1 d3c3 f1a6,1647,74,96,4046,crushing endgame exposedKing master skewer veryLong,https://lichess.org/bsFWbjRB#87,
0BrjZ,8/p6p/1pbbk1p1/8/P4PP1/1B1KB2P/8/8 b - - 2 30,c6d5 f4f5 g6f5 g4f5 e6e5 e3d4 e5f5 b3d5,1643,75,86,454,bishopEndgame crushing deflection endgame exposedKing veryLong,https://lichess.org/oASnReuy/black#60,
0D5Vn,8/p6p/1p2k1pb/8/2P1NP2/1P2pK2/P6P/8 b - - 0 33,h6f4 f3f4 e3e2 e4g5 e6f6 g5f3,1625,75,100,2326,advantage defensiveMove endgame exposedKing hangingPiece long,https://lichess.org/Nqp38hhV/black#66,
0DR3L,5k1r/Q5p1/2p1q2p/5n2/3P3N/7K/P4PPP/R6R w - - 1 31,a1b1 f5e3 h4f5 e6f5 h3g3 f5g4,1645,74,97,12820,discoveredAttack exposedKing long mate mateIn3 middlegame,https://lichess.org/OMAXOVFB#61,
