PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
007en,rn3rk1/4pp1p/3p2pB/2q4P/3bP1b1/Pp2Q3/1P2B3/1K1R2NR w - - 0 20,e3d4 c5c2 b1a1 a8a3 b2a3 c2a2,1924,75,97,645,long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/jzE2yKAk#39,
00NEO,4qr2/pR1b2pk/5p1p/4pPP1/3bB3/3P3Q/P1r4P/4BR1K b - - 0 24,d7c6 h3h6 h7g8 h6g7,1904,96,100,79,mate mateIn2 middlegame pin short,https://lichess.org/43Kqr7qG/black#48,
00NHK,r1b2rk1/1p2b1p1/pqn1p1P1/3pP3/1P1P4/P1N1P3/6P1/R2QK2R b KQ - 0 17,c6e5 h1h8 g8h8 d1h5 h8g8 h5h7,1904,74,96,573,attraction fork long mate mateIn3 middlegame sacrifice,https://lichess.org/YWzSZGeb/black#34,French_Defense French_Defense_Advance_Variation
00RwV,2r1r2k/ppq3pp/3b1p2/3Q3R/3P4/4B3/PP3PPP/R5K1 w - - 1 20,d5f5 c7c1 a1c1 c8c1 e3c1 e8e1,1992,74,94,13229,long mate mateIn3 middlegame sacrifice,https://lichess.org/QtHdcDHe#39,
00VIe,8/8/8/P6p/8/2RnkN2/r7/3K4 w - - 1 60,f3e1 a2d2,1987,79,94,16887,endgame mate mateIn1 oneMove vukovicMate,https://lichess.org/ugqyRWZm#119,
00Wyh,2r5/8/8/pNp1r2p/3kNppP/1P1P4/2R2K2/8 b - - 2 42,d4d3 c2d2 d3e4 b5d6,1970,78,94,11562,endgame mate mateIn2 sacrifice short,https://lichess.org/2mLJufzX/black#84,
01FmQ,3r2k1/2B3pp/1Q2Pp2/2b5/P3n3/5N2/2q2PPP/5RK1 w - - 4 32,e6e7 c2f2 f1f2 d8d1 f3e1 d1e1,1946,75,95,7170,long mate mateIn3 middlegame pin sacrifice,https://lichess.org/e8I8ds3w#63,
01HAa,r1bq3r/1np1k1b1/pp1p3p/3Pp2B/2P1Pp1Q/2N5/PP1N2PP/R4RK1 b - - 5 19,e7d7 h4g4 d7e7 g4g7,1909,252,100,14,fork mate mateIn2 middlegame short,https://lichess.org/duha46pd/black#38,
01PIs,r7/6kp/5rp1/K2Bn3/4P3/2P3b1/PP1B2P1/R6R w - - 1 33,a5b4 f6b6 b4c5 g3f2 d2e3 f2e3,1931,78,92,484,long mate mateIn3 middlegame,https://lichess.org/cGPyOmEJ#65,
01Vce,2r4r/6b1/8/1b1pPQ1k/2p2P2/4P3/PP1B3q/2K5 b - - 7 33,h5h4 d2e1 h2g3 f5g5 h4h3 g5g3,1915,73,95,10719,long mate mateIn3 middlegame pin,https://lichess.org/90JQSZJo/black#66,
01a5v,4r2k/R7/1p6/5ppp/3P1P1K/4P3/PP2QPq1/2R5 w - - 0 32,f4g5 g2h2,1915,82,83,697,endgame mate mateIn1 oneMove,https://lichess.org/NLOK8h0L#63,
01g9c,r4rk1/ppq3pp/8/3pn1B1/8/3B1N1b/PP2NKPb/2RQR3 w - - 0 19,c1c7 e5g4 f2f1 f8f3,1908,78,93,164,deflection mate mateIn2 middlegame pin short,https://lichess.org/3lzZihNd#37,
01qh2,r1b1r1k1/pp1p1Npp/2p2q2/2bn3Q/2B5/3P4/PPP2PPP/R1B2RK1 w - - 0 12,c4d5 f6f2 g1h1 f2f1,1905,76,95,14022,deflection kingsideAttack mate mateIn2 opening short,https://lichess.org/3VDxYtAy#23,Italian_Game Italian_Game_Giuoco_Pianissimo
01sj4,2r2r2/2q2pk1/5npp/p1p1pN2/1pb1P2N/3PQ3/PP3PPP/5RK1 b - - 1 22,g6f5 h4f5 g7g8 e3g3 f6g4 g3g4 g8h8 g4g7,1924,75,89,121,mate mateIn4 middlegame veryLong,https://lichess.org/LwGILHs2/black#44,
02I6H,r3k1nr/pp1b1ppp/2nB4/1B1N4/Q2P4/7P/Pq1NKP2/8 b kq - 1 15,e8c8 d5b6 a7b6 a4a8 c6b8 a8b8,1988,75,88,258,long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/e71xtyYm/black#30,English_Opening English_Opening_Caro-Kann_Defensive_System
02MnG,8/8/7R/P2R2p1/7P/3p1P1K/5kr1/3b4 w - - 6 49,d5d3 g5g4 f3g4 d1g4,1991,75,92,460,endgame mate mateIn2 short xRayAttack,https://lichess.org/b8vMFrpL#97,
02SQK,1r2r1k1/3nbppp/p1q1p3/3pR2Q/3B4/3B4/PPP2PPP/R5K1 b - - 9 19,g7g6 h5h7 g8h7 e5h5 h7g8 h5h8,1954,75,93,9256,attraction kingsideAttack long mate mateIn3 middlegame pin sacrifice,https://lichess.org/cFnIZHq6/black#38,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
02czb,r4r1k/pp2nBp1/1b1N3p/6N1/7Q/2P3BP/P3qPPK/2n5 b - - 1 26,e2d2 h4h6 g7h6 g3e5,1947,75,87,379,kingsideAttack master mate mateIn2 middlegame sacrifice short,https://lichess.org/mIxQNZXK/black#52,
02owE,1nkr1qnr/1pp5/p2b1p2/3N2p1/2B1P1p1/4BN2/PPP1QPP1/R3R1K1 w - - 0 15,f3d2 h8h1 g1h1 f8h6 h1g1 h6h2 g1f1 h2h1,1914,77,87,102,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/znnCpN8H#29,Philidor_Defense Philidor_Defense_Other_variations
02pAU,2r3k1/1p3p1p/pq3Bp1/3bPp2/3P3Q/6R1/Pr4PP/6RK b - - 3 27,b6b4 h4h7 g8h7 g3h3 h7g8 h3h8,1986,82,87,93,attraction kingsideAttack long master mate mateIn3 middlegame sacrifice,https://lichess.org/MxqJ2b1a/black#54,
