PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00F1l,8/2k1b3/5p2/RBpK1Pp1/Pp1p2P1/3P4/2r5/8 b - - 2 45,b4b3 a5a7 c7b8 a7e7,797,81,80,186,crushing endgame master short skewer,https://lichess.org/By9yxCU0/black#90,
00K0G,8/8/8/2Pk4/pK4p1/3N4/5P2/3b4 b - - 7 59,d1e2 d3f4 d5c6 f4e2,777,86,80,86,crushing endgame fork master short,https://lichess.org/xIDctz9w/black#118,
00TAb,6k1/5pp1/p1N1b3/1n5p/1B4P1/P4P1P/2K5/8 b - - 2 42,e6d5 c6e7 g8h7 e7d5,748,96,94,242,advantage endgame fork master short,https://lichess.org/vPUJ0Lkg/black#84,
00g2W,6k1/1q4p1/p2P2B1/8/5Q1P/6P1/P6K/4r3 w - - 5 36,f4f2 b7h1,726,94,47,39,endgame master mate mateIn1 oneMove,https://lichess.org/QG0oodxm#71,
00rcR,6k1/1p2pp1p/p2p2p1/3P4/3BP3/P4P2/P5PP/2n3K1 w - - 0 23,d4c3 c1e2 g1f1 e2c3,710,92,95,327,crushing endgame fork master short,https://lichess.org/JzaWNWUv#45,
01VwE,8/8/5p2/4p1p1/6Pp/r1k2P1P/P3RK2/8 b - - 19 60,c3d3 e2e3 d3c4 e3a3,722,82,80,56,endgame master,https://lichess.org/LlEVixNK/black#120,
01sub,3r2kr/p5pp/1p2Q3/2pNP3/3n4/4B3/PP4PP/5RK1 b - - 0 26,d4e6 d5e7,709,100,92,342,endgame master mate mateIn1 oneMove,https://lichess.org/Ftx7Gnzi/black#52,
02AZ6,2r5/2r4k/p5q1/7p/3p3P/1p6/1P1Q4/K5R1 w - - 0 38,g1g6 c7c1 d2c1 c8c1,713,97,86,249,endgame master mate mateIn2 queenRookEndgame short,https://lichess.org/2qgOYIPO#75,
02Ewz,2k4r/pp4p1/2n5/2p1p2p/3pP1nq/3P4/PPPB2P1/R2Q1RK1 w - - 0 19,d1f3 h4h2,787,91,100,45,master mate mateIn1 middlegame oneMove,https://lichess.org/K1BIehfJ#37,
02GjU,r1b5/1p1p1Qkp/p1np1p1N/6q1/P2p4/3B4/1PP2PPP/R5K1 b - - 0 19,g7h6 f7h7,750,95,57,23,master masterVsMaster mate mateIn1 middlegame oneMove,https://lichess.org/RNko5VFC/black#38,
02HQM,2kr4/1bq2pQ1/p3p3/2pp4/6R1/2P4r/P1P1BP1P/1R4K1 w - - 0 21,e2f1 c7h2,711,106,94,509,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/BVdQBuB7#41,
02IX7,2R5/8/3k2p1/5p1p/4b2P/1K4P1/8/8 w - - 1 50,c8g8 e4d5 b3c3 d5g8,747,99,94,600,crushing endgame fork master short,https://lichess.org/GKdqHfbY#99,
02KC6,6rk/1p4p1/p4pQ1/8/P4q2/2P3RP/6PK/8 b - - 2 41,g8d8 g6g7,786,80,81,87,endgame master mate mateIn1 oneMove,https://lichess.org/N81XMeIK/black#82,
02LMw,6k1/7p/2P3p1/8/2K2pP1/4rP2/8/8 b - - 0 43,e3f3 c6c7 f3e3 c7c8q,709,100,88,1243,advancedPawn advantage endgame master promotion rookEndgame short,https://lichess.org/R32KIiUN/black#86,
02jRz,8/5k2/2pn3P/4B3/4p3/7K/8/8 b - - 2 56,d6c4 h6h7 c4e5 h7h8q,765,78,100,86,advancedPawn advantage endgame master masterVsMaster promotion short,https://lichess.org/I4hQ73VI/black#112,
