PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
05cZt,8/2k5/p6p/1r1R3K/8/6P1/8/8 w - - 34 55,d5b5 a6b5 g3g4 b5b4 h5h6 b4b3 g4g5 b3b2 g5g6 b2b1q,724,80,100,745,advancedPawn crushing endgame promotion quietMove veryLong,https://lichess.org/iv8y1bWq#109,
06N0x,8/8/6p1/K5Pp/Pp4kP/8/8/8 b - - 0 52,g4h4 a5b4 h4g3 a4a5 h5h4 a5a6 h4h3 a6a7,728,88,85,133,advancedPawn crushing endgame pawnEndgame quietMove veryLong,https://lichess.org/ZNRRKXYv/black#104,
0Iqnh,8/8/6pp/p3k2P/P1P1p1P1/4K3/8/8 b - - 0 37,g6g5 c4c5 e5d5 c5c6 d5c6 e3e4 c6c5 e4f5,792,87,84,182,crushing deflection endgame pawnEndgame quietMove veryLong,https://lichess.org/oiYqtuV1/black#74,
0QdeU,8/R3kppp/4p3/Prn5/8/7P/5PP1/6K1 b - - 3 35,b5b7 a7b7 c5b7 a5a6 b7c5 a6a7 c5d7 a7a8q,763,87,87,834,advancedPawn advantage endgame promotion veryLong,https://lichess.org/HXQr7d8M/black#70,
0axaR,8/8/8/1p6/1k5P/5K2/8/8 b - - 1 47,b4c3 h4h5 b5b4 h5h6 c3c2 h6h7 b4b3 h7h8q,764,82,56,50,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/2da3TLIg/black#94,
0gLJW,8/8/5K2/p3p3/1k2P3/5P2/6P1/8 w - - 0 65,f6e5 a5a4 e5d5 a4a3 e4e5 a3a2 e5e6 a2a1q,711,87,81,128,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/lrFpw10L#129,
0obvo,8/8/4R3/2P2p2/1K3k2/r7/8/8 b - - 2 42,a3e3 e6e3 f4e3 c5c6 f5f4 c6c7 f4f3 c7c8q,746,80,100,83,advancedPawn crushing endgame promotion rookEndgame veryLong,https://lichess.org/VHbmSumW/black#84,
0xVmY,8/5k2/1p3P2/rR4K1/8/8/8/8 w - - 1 60,b5a5 b6a5 g5f4 a5a4 f4e3 a4a3 e3d2 a3a2,758,78,100,327,advancedPawn crushing endgame quietMove veryLong,https://lichess.org/7BYumGOp#119,
1G7Ra,8/7p/8/p5PP/Pp6/1k6/4K3/8 b - - 0 47,b3c2 g5g6 h7g6 h5g6 b4b3 g6g7 b3b2 g7g8q,778,84,91,513,advancedPawn crushing endgame pawnEndgame promotion veryLong,https://lichess.org/b1Qrrl0K/black#94,
1Iili,8/5p2/8/6pp/1P6/2R3P1/2K4k/6r1 b - - 0 42,g1g3 c3g3 h2g3 b4b5 g3g2 b5b6 h5h4 b6b7 h4h3 b7b8q,723,82,99,487,advancedPawn crushing endgame promotion quietMove rookEndgame veryLong,https://lichess.org/0w5tSZK5/black#84,
