PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
1wMMb,1r4q1/2r2p2/b3pPpk/p2pR1NP/2pP1P1Q/8/Pp5P/1R5K b - - 0 30,g6h5 b1g1 c4c3 g5f7 g8f7 h4g5 h6h7 g5h5 f7h5 e5h5,2866,102,85,1569,clearance deflection mate mateIn5 middlegame quietMove sacrifice veryLong,https://lichess.org/p7fM2fSk/black#60,
43cp9,r7/2nr3p/2p2p2/p2p1p2/1p1P1k2/1PP2RR1/P4P1P/1K2Nb2 b - - 3 30,f4e4 f3e3 e4f4 e3e2 f1e2 e1g2 f4e4 g3e3,2831,97,93,3081,mate mateIn4 middlegame quietMove sacrifice veryLong,https://lichess.org/8nV2M5ya/black#60,
5G6a7,r3k3/2p3p1/p2p1n1p/1pb5/4PN1q/1BPP1b2/PP1Q1P1P/RNB1R1K1 w q - 0 17,d3d4 h4g5 g1f1 f6g4 b3f7 e8f7 f4g2 g4h2 f1g1 g5g2,2861,102,92,4300,kingsideAttack mate mateIn5 middlegame veryLong,https://lichess.org/wAY204Iw#33,Ruy_Lopez Ruy_Lopez_Morphy_Defense
7QvNF,3q1rk1/1p2bp1p/p3p1pQ/3n2P1/1n1N4/1P2P3/PB3P1P/1BR3K1 b - - 1 20,e7g5 d4f5 g5f6 b2f6 d8f6 h6f8 g8f8 c1c8 f6d8 c8d8,2848,94,94,877,attraction kingsideAttack mate mateIn5 middlegame quietMove sacrifice veryLong,https://lichess.org/Y2ZzHEgt/black#40,
8NvII,rn1q3r/ppp3pp/3bQn2/3P4/1k6/1P6/P2B1PPP/2R1K2R b K - 3 17,b4b5 a2a4 b5b6 e6e3 c7c5 c1c5 d6c5 d2a5 b6a5 e3c5 b7b5 c5b5,2834,96,89,516,attraction deflection mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/6JNpl5N6/black#34,Queens_Gambit_Accepted Queens_Gambit_Accepted_Central_Variation
97Dow,1k5r/1n1p2B1/1Q2p3/1PP2p2/8/4PRnr/3q2P1/R2N2K1 w - - 0 32,g2h3 d2e1 g1g2 e1h1 g2g3 h1g1 g3f4 h8h4 f4e5 g1g7,2809,101,95,2251,exposedKing mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/y66E3cBE#63,
9b36g,r2q1bkr/pb1n1p2/1p1p1npB/2p1pN2/2BPP3/2P2P2/PP1Q2PP/RN3RK1 b - - 4 15,g6f5 d2g5 g8h7 c4f7 h8g8 h6g7 f8g7 f7g6 h7h8 g5h4 f6h5 h4h5 g7h6 h5h6,2887,99,92,3909,deflection kingsideAttack mate mateIn5 opening sacrifice veryLong,https://lichess.org/nmzGmY4Q/black#30,Rat_Defense Rat_Defense_Small_Center_Defense
Bx8w7,8/ppR3p1/4R3/1k1p4/8/1P3P2/PKP2n2/3q4 b - - 2 32,d1f3 c2c4 d5c4 a2a4 b5b4 c7c4 b4a5 c4c5 b7b5 c5b5,2880,101,92,3902,endgame mate mateIn5 veryLong,https://lichess.org/AZpHG1hz/black#64,
KWddC,1r6/3r2k1/1P4p1/5p1p/4K3/6P1/1R5P/1R6 w - - 0 49,e4e5 d7d3 b2b4 b8e8 e5f4 g7f6 h2h4 e8e3 b1f1 e3g3 b6b7 g3g4,2879,110,90,4595,endgame exposedKing mate mateIn5 quietMove rookEndgame veryLong,https://lichess.org/CSeSpAq2#97,
L6voF,2k1r3/1p3pp1/pq6/4K3/2P3b1/1P1P1Bn1/PB1N4/R2QR3 w - - 0 29,e5f4 g3h5 f4g5 b6h6 g5h4 g7g5 h4g4 f7f5 g4f5 h5g3 f5g4 h6h4,2816,102,87,1483,attraction mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/sONi0chS#57,
