PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00bSy,1kr1r3/1pp4p/p2b2p1/3N1p2/P7/3P1Q1P/2R2PP1/2R1q1K1 w - - 7 27,c1e1 e8e1,552,96,100,351,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/s7Pa0Pux#53,
01IyI,k1r2n2/p2r1pp1/P1BBp2p/4P3/2P5/2K4P/5PP1/1R6 b - - 0 34,c8c6 b1b8,587,81,62,77,endgame master mate mateIn1 oneMove,https://lichess.org/HhbcAeLd/black#68,
01Yjm,8/3b1Npk/p7/3p3p/8/6P1/1P4KP/8 b - - 1 38,d7e6 f7g5 h7h6 g5e6,579,82,86,214,crushing endgame fork master short,https://lichess.org/N1QKKfKX/black#76,
01d9E,2bR2k1/2q3pp/5p2/1pb1pN2/2p1P1Q1/2P3P1/1P3PBP/6K1 b - - 0 29,c7d8 g4g7,524,96,94,267,endgame kingsideAttack master mate mateIn1 oneMove,https://lichess.org/jmAsmhU1/black#58,
01zaV,7k/6pp/8/8/R7/2P4r/1P4K1/8 b - - 1 42,h3d3 a4a8 d3d8 a8d8,534,97,93,238,backRankMate endgame master mate mateIn2 rookEndgame short,https://lichess.org/7bLOOk6f/black#84,
02Cm0,2r2k1r/p3ppbp/3p4/8/2P2B2/1R4P1/P4K2/3B4 b - - 0 25,c8c4 b3b8 c4c8 b8c8,504,84,100,49,backRankMate endgame master mate mateIn2 short,https://lichess.org/lgQsMS59/black#50,
035Fr,rnb2rk1/p1p2pP1/3qpb1p/8/3PQ3/3B1N2/PpP2PP1/1K1R3R b - - 1 16,f6g7 e4h7,573,84,100,96,master mate mateIn1 middlegame oneMove,https://lichess.org/dhvbS6iX/black#32,French_Defense French_Defense_Chigorin_Variation
03spI,5r1k/7p/7P/4pN2/1pP2qP1/rP1Q4/5P2/1K1R4 b - - 3 36,f8a8 d3d8 a8d8 d1d8,536,80,100,108,endgame master mate mateIn2 sacrifice short,https://lichess.org/DcZGvSBQ/black#72,
03tA7,r1bq1k1r/p2p1pb1/2B3pp/2p1Pp2/5B1P/2P2N2/PP1Q1PP1/R3K2R b KQ - 0 15,d7c6 d2d8,580,101,79,170,hangingPiece master mate mateIn1 middlegame oneMove,https://lichess.org/0M8rPTm7/black#30,Pterodactyl_Defense Pterodactyl_Defense_Eastern
047lo,1rR3k1/p2Q1pp1/4p2p/3nP3/3pB2P/1q3NP1/1r3P2/4BK1R b - - 3 26,b8c8 d7c8,577,103,79,213,master mate mateIn1 middlegame oneMove,https://lichess.org/Hk5eQP8K/black#52,
04ADf,8/4p2p/4k1p1/4P3/2P3b1/4R1P1/P2KB1r1/8 b - - 14 45,g2e2 e3e2 g4e2 d2e2,577,97,63,151,crushing endgame master short,https://lichess.org/XqUWQFae/black#90,
056SE,2kr4/ppp2p2/7p/n1Pp1b2/3P3P/P1N1rNp1/1P4P1/2KRR3 w - - 2 26,e1e3 a5b3,503,88,84,133,master mate mateIn1 middlegame oneMove,https://lichess.org/uw6Ds7JK#51,
05FtN,3Q1r2/1R3p2/3b1kpp/3B4/3p1P2/6P1/4P2P/6K1 b - - 0 30,f8d8 b7f7,500,99,93,615,endgame master mate mateIn1 oneMove,https://lichess.org/gUH7FFkt/black#60,
05RiV,6k1/1p3q1p/6p1/p1pP2Q1/P1nb4/2N2PB1/1P2r2P/7K w - - 0 31,c3e2 f7f3,508,87,71,118,endgame master mate mateIn1 oneMove,https://lichess.org/pqu2sHCp#61,
05jvp,8/4p2k/3p2p1/3q3p/7P/2Q1P1P1/5P2/6K1 b - - 1 45,h7h6 c3h8,564,106,83,550,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/D9chFhCD/black#90,
06J9W,2Q5/8/6pk/3p3p/4q2P/8/8/5K2 b - - 1 50,d5d4 c8h8,582,93,63,123,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/RJyM6olJ/black#100,
06JFm,3q2k1/p3p2p/1pr1Pp2/3P2p1/4Q3/8/P4PPP/6K1 w - - 0 24,d5c6 d8d1 e4e1 d1e1,566,98,83,321,endgame master mate mateIn2 queenEndgame short,https://lichess.org/4Ryz9iye#47,
07fQC,6k1/ppp2r1p/2n3p1/3p2N1/3P3P/2P5/P4PP1/4R1K1 b - - 2 24,f7g7 e1e8,537,98,92,475,endgame master mate mateIn1 oneMove,https://lichess.org/vkhrRz8z/black#48,
082QD,1r5k/7p/4RK1P/8/8/8/8/8 b - - 8 62,b8b7 e6e8,523,85,100,63,endgame master masterVsMaster mate mateIn1 oneMove rookEndgame,https://lichess.org/livbVGon/black#124,
08ysH,8/3N2k1/5b2/5R2/r5KP/8/8/8 w - - 3 48,g4h5 a4h4,514,82,100,781,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/W2uqYkuB#95,
090eO,3R2k1/p4ppp/2p3b1/8/p3rP2/6PP/5nBK/1N6 b - - 2 48,e4e8 d8e8,570,96,78,200,backRankMate endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/X4UxSQf6/black#96,
098qS,8/8/8/p3ppk1/1p6/1P3KPP/P7/8 b - - 1 48,g5h5 g3g4 f5g4 h3g4,575,88,100,152,crushing endgame master pawnEndgame short,https://lichess.org/efdCLwR3/black#96,
09m8J,1rb3rk/2q2p1Q/5Pp1/2Bpn1P1/ppP2R2/3P3P/1P2B3/1R4K1 b - - 0 30,h8h7 f4h4,518,101,100,71,master mate mateIn1 middlegame oneMove,https://lichess.org/qMOQl5Qy/black#60,
