PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
03BKg,1rbq1k1r/p1p3pp/2nbPpn1/3N4/3P4/2P2Q2/PP3PPP/R1B1R1K1 b - - 2 18,c6e7 f3f6 g7f6 c1h6 f8g8 d5f6,2522,84,93,5273,intermezzo long mate mateIn3 opening sacrifice,https://lichess.org/yChTknxk/black#36,Four_Knights_Game Four_Knights_Game_Halloween_Gambit
03DIX,4rrk1/5pp1/3p3p/p1p5/2q1P3/4Q3/PP3P2/1K2R1R1 b - - 1 23,g7g5 e3g5 h6g5 g1g5 g8h8 e1h1,2504,87,93,2995,endgame long mate mateIn3 sacrifice,https://lichess.org/M4Zq4Q9z/black#46,
0eIDy,8/1p6/p1pR2n1/4p1k1/PP2PrB1/N1PPb1KP/3r4/R7 w - - 11 35,a3c4 f4g4 g3f3 g4g3 f3g3 e3f4 g3f3 g6h4,2562,93,94,144,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/vQBKWK2u#69,
0fs1z,5rB1/7k/2P3pP/3pB1P1/2nP4/1b6/rb6/1K2RR2 b - - 3 35,h7g8 h6h7 g8h7 f1f7 f8f7 e1h1 h7g8 h1h8,2557,83,94,7559,advancedPawn attraction clearance exposedKing master mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/EU93irMX/black#70,
0jK7N,r3r3/b1N2ppp/p4n2/1p2p3/k7/6P1/PP1B3P/2R4K b - - 3 27,a8c8 c1c3 b5b4 c3a3 b4a3 b2b3,2579,81,96,1528,long mate mateIn3 middlegame quietMove sacrifice,https://lichess.org/b76TLRqm/black#54,
0toch,8/5p1k/p2B1nnp/5Qp1/7R/1B4KP/1PP2PP1/4r1q1 w - - 4 30,b3f7 e1e3 f2e3 g5h4 g3f3 g1f1,2526,84,90,150,long mate mateIn3 middlegame,https://lichess.org/9hyEDroI#59,
0uRvJ,6k1/pp6/4N1p1/2pP4/1PP4p/2Q1B3/1P2K1q1/7r w - - 0 31,e2d3 g2f1 d3c2 f1d1,2551,91,91,4203,dovetailMate endgame mate mateIn2 short,https://lichess.org/XTqrWrHK#61,
0zRhL,r1b5/6R1/2p4p/4Rk2/1p1B4/1q6/1p3PPP/6K1 b - - 2 39,f5f6 e5e3 f6f5 g2g4 f5f4 d4e5,2525,81,84,242,discoveredAttack endgame exposedKing long mate mateIn3,https://lichess.org/hIk7Hrfs/black#78,
11vZK,5rk1/4R2p/Q5p1/1p6/2rP4/7P/P4q2/6RK b - - 1 32,f2d4 a6e6 g8h8 e7h7 h8h7 e6g6 h7h8 g6h6,2550,87,90,637,attraction endgame mate mateIn4 sacrifice veryLong,https://lichess.org/1xLLhFfc/black#64,
1AB0n,3kR2r/2p2p2/pr3qn1/1p6/3P4/5Q1P/PPP3P1/4R1K1 b - - 1 27,h8e8 f3d5 f6d6 d5a8 b6b8 a8b8 d8d7 b8e8,2514,94,90,1272,endgame mate mateIn4 veryLong,https://lichess.org/58PCs7vP/black#54,
1BK7S,3r1q2/ppp2pkp/2n3p1/6Q1/4N2N/1P6/P1b2PPP/4R1K1 b - - 1 20,f8b4 h4f5 g7g8 g5d8 c6d8 e4f6 g8h8 e1e8 b4f8 e8f8,2519,98,88,1627,fork mate mateIn5 middlegame pin sacrifice veryLong,https://lichess.org/OavVebfq/black#40,
1FAfb,3r4/7p/p2b1Q2/3P2pk/2B2p1q/1P3P2/P5PP/1RB3K1 w - - 4 40,f6d8 h4e1 c4f1 d6c5 c1e3 e1e3 g1h1 e3g1,2542,78,92,4779,endgame mate mateIn4 pin veryLong,https://lichess.org/cI5kLiTv#79,
1FNVC,1r3r1k/3b3B/p2p4/1p1P4/2nQ3B/qP6/2P3P1/1K5R b - - 0 31,h8h7 h4g5 h7g6 h1h6 g6g5 d4h4 g5f5 h6h5 f5g6 h4g5 g6f7 h5h7 f7e8 g5e7,2593,102,89,2668,discoveredAttack exposedKing mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/lgEoxviL/black#62,
1O0Fw,7r/5R2/4R3/p3Pp1k/2p3pp/6PP/r4P2/6K1 b - - 1 31,h5g5 f2f4 g4f3 f7g7 g5h5 g3g4 f5g4 h3g4,2535,81,91,4836,endgame mate mateIn4 rookEndgame veryLong,https://lichess.org/GGXrf5ZB/black#62,
1RFhl,2k4r/5p2/2p1p3/1p1nPp2/p2P1qP1/2P5/PP1QBB1r/R4RK1 w - - 13 31,d2f4 d5f4 e2f3 h2g2 f3g2 f4e2,2553,86,91,2414,exposedKing kingsideAttack long mate mateIn3 middlegame,https://lichess.org/DvuZaW7a#61,
1dhKy,2r3rk/ppp2QpB/3p4/4p3/1P4R1/P6P/6PK/2q5 b - - 0 34,h8h7 f7g6 h7h8 g4h4 c1h6 h4h6 g7h6 g6h6,2512,85,95,3930,endgame mate mateIn4 veryLong,https://lichess.org/FU2kmHHb/black#68,
1tXkV,2kr3r/ppp1qppp/8/8/2Qn1B2/2n2B2/PPP2PPP/RN2K2R w KQ - 1 14,e1f1 e7e1 f1e1 d4f3 g2f3 d8d1,2513,81,92,687,attraction clearance long mate mateIn3 middlegame sacrifice,https://lichess.org/QEYhEnQs#27,Englund_Gambit_Complex Englund_Gambit_Complex_Hartlaub-Charlick_Gambit
1uhq7,3N1rk1/pp4pp/4P3/3q4/8/1P3nP1/PBQ4P/2R2R1K w - - 3 27,c1d1 f3e1 h1g1 d5h1 g1h1 f8f1,2531,84,84,343,attraction deflection discoveredAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/TIyEEFNf#53,
260Qh,6k1/1r3p2/2R3pp/1p1PP3/5PKP/1r6/8/2R5 w - - 1 39,d5d6 f7f5 e5f6 h6h5 g4g5 b3g3 g5h6 b7h7,2532,79,96,514,endgame mate mateIn4 rookEndgame veryLong,https://lichess.org/pP4vMNVz#77,
2HmvK,2r4k/Qp1q3p/8/P2p2p1/3P4/4Pp2/1P3P1P/5RK1 w - - 1 27,g1h1 d7g4 f1g1 g4g1 h1g1 c8c1,2563,100,90,944,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/FaOQ4Tuw#53,
2Jt3q,7k/1p1q4/pB5p/3Pb1p1/PQ1P3n/6PP/5rBK/3RR3 w - - 2 33,d1d2 f2g2 d2g2 h4f3 h2h1 d7h3 g2h2 h3h2,2513,95,90,1888,deflection fork mate mateIn4 middlegame pin sacrifice veryLong,https://lichess.org/W2JtB20o#65,
2L3y8,8/8/1p2pk2/1P1p3p/p2n1K2/P1N2P1P/8/8 w - - 0 47,c3a4 d4f5 h3h4 e6e5,2542,86,91,1381,endgame knightEndgame mate mateIn2 quietMove short,https://lichess.org/Ch8zPXi7#93,
2NMo4,r1bRr1k1/pp3p1p/5Q2/3Nn2p/4P3/8/PPP3P1/2K2Bq1 b - - 5 20,c8g4 d5e7 g8f8 f6h6 f8e7 h6d6,2589,93,93,3090,kingsideAttack long mate mateIn3 middlegame pin sacrifice,https://lichess.org/d7vmuJr8/black#40,
2SG9S,4rk2/pp3p2/4b3/2RpN3/3P1P2/3N1K1p/PP4rq/4QR2 w - - 3 27,f1h1 e6g4 e5g4 g2g3 e1g3 h2e2,2577,95,92,1708,clearance long mate mateIn3 middlegame sacrifice,https://lichess.org/Xs46OFQR#53,
2Wzzk,r2q1rk1/ppp1np1p/6p1/6B1/4N3/1P4P1/P4PBP/Q4bK1 b - - 0 17,f1g2 e4f6 g8h8 f6g4 f7f6 g5f6 f8f6 a1f6 h8g8 g4h6,2572,90,93,8019,discoveredAttack kingsideAttack mate mateIn5 middlegame veryLong,https://lichess.org/YaYqpbkT/black#34,English_Opening English_Opening_Kings_English_Variation
2gLOF,r1b4Q/pppk4/8/3pPp2/2PP1q2/6R1/PP5K/8 b - - 11 36,d7c6 h8e8 c8d7 e8g6 d7e6 g6e6,2583,107,91,430,endgame long mate mateIn3,https://lichess.org/tDttwRPY/black#72,
2qraH,8/pp1Q2k1/2n3p1/4p1Np/4P2R/PP4P1/K1p1rr2/2q5 b - - 3 39,g7h6 h4h5 g6h5 d7h7 h6g5 h7g7,2500,100,88,635,long mate mateIn3 middlegame sacrifice,https://lichess.org/iqGyMCt6/black#78,
2sGKx,r6r/pp1k2Q1/1q2p3/n2B4/3P4/1PP3P1/3N1P1P/2b3K1 b - - 0 22,d7d6 d2e4 d6d5 e4f6 d5d6 g7d7,2537,85,85,271,long mate mateIn3 middlegame sacrifice,https://lichess.org/2UyH5Ut8/black#44,
392t6,7k/1pp3qp/P7/8/P4P2/2r3p1/RQb1K1Pn/4R3 w - - 4 34,a6b7 g7e7 e2d2 h2f1 e1f1 e7e3,2503,80,92,1882,exposedKing long master mate mateIn3 middlegame sacrifice,https://lichess.org/o8zWkxQF#67,
3J6W6,2b3k1/4R1p1/1p3pK1/p1n4P/4pP2/2R3P1/4r3/7r b - - 1 39,c5e6 e7g7 e6g7 c3c8 g7e8 c8e8,2564,88,93,3079,endgame long mate mateIn3,https://lichess.org/yC0afLoh/black#78,
3OrGn,7R/3bkp2/4p1pp/Q2pP3/3b1PK1/P2Pn2P/B4r2/7R w - - 4 32,g4h4 e3f5 h4g4 f2g2 g4f3 f5h4,2572,85,95,899,fork long mate mateIn3 middlegame,https://lichess.org/DVDkYdKA#63,
3VtHM,1R4R1/2pkr3/8/p2P1pK1/2Pr2b1/5pP1/8/8 b - - 5 35,c7c6 b8b7 d7d6 g8g6 e7e6 g6e6 d6c5 e6c6,2547,77,92,2782,endgame mate mateIn4 veryLong,https://lichess.org/k9YZGZqn/black#70,
3dyFQ,3q4/1k2b1Q1/p3p3/1p1bP3/3r4/3PK3/PP6/2R3R1 w - - 0 28,e3d4 d8b6 d4c3 b6c5 c3d2 c5f2 d2d1 d5f3,2524,84,91,3312,endgame mate mateIn4 veryLong,https://lichess.org/EOjNwKh1#55,
3mWuW,7r/6k1/p3r3/1pQ1p3/3nPpKp/5P2/PP4P1/3R3R w - - 0 29,h1h4 e6g6 g4h3 g6g3 h3h2 d4f3 g2f3 h8h4,2573,88,93,5852,endgame mate mateIn4 veryLong,https://lichess.org/puYvqadF#57,
44ov7,2r1k2r/3n1p1p/p2PNb2/1p3p1Q/5P2/3b4/PP4qP/KR2R3 b k - 1 20,d3b1 e6g5 g2e4 e1e4 f5e4 h5f7 e8d8 g5e6,2573,87,93,5605,attackingF2F7 discoveredAttack mate mateIn4 middlegame veryLong,https://lichess.org/1fl2kjxq/black#40,
44ywt,5Q2/2p3pk/3p3p/5N2/1P3PK1/7P/1q6/8 w - - 3 39,h3h4 b2g2 f5g3 h6h5 g4h5 g2f3 h5g5 f3g3 g5f5 g3g6,2507,86,81,758,attraction endgame fork mate mateIn5 pin veryLong,https://lichess.org/m2yUiKb5#77,
461Bh,6rk/1b1Q3p/p2p4/3P1P2/2p1P1Pq/2N5/1PP5/R3R2K w - - 1 35,h1g2 h4g4 g2f2 g4f4 f2e2 g8g2 e2d1 f4d2,2526,86,95,360,exposedKing mate mateIn4 middlegame veryLong,https://lichess.org/Rm4uDXBl#69,
46GGJ,7r/p7/2p2R2/P3k3/3PN3/4K2p/1PP3q1/R7 b - - 0 34,e5d5 e4c3 d5c4 a1a4,2527,82,91,2735,endgame mate mateIn2 short,https://lichess.org/YHStqLmw/black#68,
4IfFt,2r2k1r/pp3p1p/1n4pP/1B1p1Pq1/8/5R2/PP2QK2/4R3 b - - 2 27,g5h6 e2e8 c8e8 e1e8 f8g7 f5f6,2514,82,92,622,long mate mateIn3 middlegame sacrifice,https://lichess.org/3rYIvhZw/black#54,
4JJuw,r7/1p2qp1p/p2p2p1/2pPr1Pk/P1P1P2P/2N2Q2/1P6/5RK1 b - - 2 25,h5h4 f3f4 h4h5 g1f2 e7g5 f1h1 g5h4 h1h4,2535,77,92,2850,clearance endgame mate mateIn4 veryLong,https://lichess.org/IQCkO8Nn/black#50,
4Kk50,r2nn1k1/pp4bB/3N3p/1P6/3q1Nb1/B7/2Q2PP1/6K1 b - - 1 28,g8h8 d6f7 d8f7 f4g6 h8h7 g6f8 h7g8 c2h7,2585,90,91,3314,doubleCheck exposedKing mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/WegbNpmF/black#56,
