PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
02YEp,r1b5/7p/pp4pk/2qpQn1r/8/PBN2P1P/1PP3P1/3RR2K w - - 3 24,e5d5 f5g3 h1h2 h5h3 g2h3 c5f2,2362,82,93,5301,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/cafPuOxW#47,
02ouU,2kr2nr/1pp1q2p/p2b2p1/1N1P1b2/2BPp3/Q7/PB3PPP/4R1K1 b - - 1 17,a6b5 a3a8 c8d7 c4b5 c7c6 b5c6 b7c6 a8c6,2300,82,89,1632,intermezzo mate mateIn4 middlegame queensideAttack veryLong xRayAttack,https://lichess.org/BfvOwgIY/black#34,Italian_Game Italian_Game_Evans_Gambit
04eZ9,4kR2/1b1pb2p/pQ2N3/4P1rq/3n3P/8/PPP3P1/R6K b - - 6 25,e7f8 b6d8 e8f7 d8f6 f7g8 f6f8,2373,80,93,5104,long mate mateIn3 middlegame,https://lichess.org/sACmZ8xs/black#50,
06LQW,r4Bk1/pp3p2/7p/3N2p1/2BpPbbq/2P5/PPQ2KP1/R3R3 w - - 1 27,f2g1 h4h2 g1f1 h2h1 f1f2 f4g3 f2g3 h1h4,2380,81,92,4399,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/shauT8zr#53,
08SXD,r2r2k1/bpp2p1Q/p2q4/3bN3/3P4/6nP/PPB2PP1/4R1K1 b - - 1 25,g8f8 e5d7 d8d7 h7h8,2369,79,92,1497,mate mateIn2 middlegame sacrifice short,https://lichess.org/ULl9c7Cw/black#50,
0ARH6,r1b1qknN/pppnbppp/8/3N3Q/3P1p2/8/PPP3PP/R1B1KB1R w KQ - 3 13,d5c7 e7h4 e1d2 e8e3 d2d1 e3e1,2329,84,90,781,doubleCheck exposedKing long mate mateIn3 opening,https://lichess.org/iOBL0hZT#25,Vienna_Game Vienna_Game_Vienna_Gambit
0Bsf6,r4rk1/pp3ppp/5b2/3qB3/3P4/5PQB/bP5P/K2R2R1 b - - 1 23,a2b3 g3g7 f6g7 g1g7 g8h8 g7g8 h8g8 d1g1,2300,77,93,5326,attraction doubleCheck kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/oZsq3Gt2/black#46,
0Cr8U,8/3R1ppk/5n2/Q2P4/8/2N1qp1P/P5P1/6K1 w - - 1 32,g1f1 f6e4 c3e4 e3e2 f1g1 e2g2,2386,81,81,345,endgame fork long mate mateIn3 sacrifice,https://lichess.org/Ba6PFoHz#63,
0ESpo,3R2Q1/1p6/1q1nkpB1/3pp3/8/7P/5rP1/7K b - - 5 44,e6e7 g8f8 e7e6 d8d6 b6d6 f8f7,2371,80,86,291,endgame long mate mateIn3 sacrifice,https://lichess.org/A5pfxRNf/black#88,
0FUL2,5r1k/R1Q5/1p1N2p1/1P2p1np/4P3/6PK/5qP1/8 w - - 2 35,h3h4 f8f4 h4g5 f4g4 g5h6 f2d2,2368,102,90,151,endgame long mate mateIn3 pin sacrifice,https://lichess.org/mrek0uGV#69,
0FVOL,8/pp5k/8/4P2p/b1p2P2/2P4P/P4Q1R/2q1K3 w - - 4 43,e1e2 c1d1 e2e3 d1d3,2358,84,89,466,endgame mate mateIn2 short,https://lichess.org/HHiZR55F#85,
0HLAQ,3r1rk1/pbp1qppp/1p2p3/4b3/2PB2Q1/5P1N/PP2KP1P/3R2R1 b - - 6 19,e5f6 g4g7 f6g7 g1g7 g8h8 g7g8 h8g8 d1g1 e7g5 g1g5,2393,79,92,8143,attraction doubleCheck kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/KMfVAThD/black#38,Indian_Defense Indian_Defense_Other_variations
0HdH1,5r1k/6p1/2QBB2p/3Pb1q1/4p3/4P1p1/1P3P1P/2R3K1 w - - 0 35,f2g3 g5e3 g1g2 f8f2 g2h3 f2h2 h3h2 e3g3 h2h1 g3h2,2302,80,92,6836,attraction mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/Lu7sE015#69,
