PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00OKo,r3r1k1/pbq5/1p2pp1p/2p1N3/2PP2Q1/1P1B4/P5PP/R5K1 b - - 1 24,g8f8 a1f1 c7g7 f1f6 g7f6 e5d7,2331,79,78,76,advantage exposedKing long middlegame pin sacrifice,https://lichess.org/WuHXkAoT/black#48,
00VlM,1k6/1p2rp1p/1p4b1/1N1B4/2P2p2/3p3P/P2Rr3/2K2R2 w - - 4 34,f1f4 e2e1 c1b2 e7e2 b2c3 e1c1 c3d4 e2d2,2306,80,91,414,advantage clearance deflection exposedKing middlegame veryLong,https://lichess.org/bUns6omN#67,
01t8S,N1bk3r/pp1p4/3R1n2/7p/2Q1P1q1/8/PPP1KR2/8 w - - 1 28,f2f3 g4g2 f3f2 g2e4 c4e4 f6e4,2380,79,84,192,crushing exposedKing long middlegame,https://lichess.org/fL85dAcw#55,
02OW7,4R3/2k5/p4P2/8/8/1p6/r5PK/8 b - - 3 38,b3b2 f6f7 b2b1q e8e7 c7b6 f7f8q,2357,84,90,852,advancedPawn crushing endgame exposedKing long promotion rookEndgame,https://lichess.org/D3Dd59FB/black#76,
03mcu,r7/P4R2/3p4/8/2P5/5p2/P3k2K/8 w - - 0 61,h2g1 a8a7 f7a7 f3f2 g1h2 f2f1q,2351,78,93,368,advancedPawn crushing deflection endgame exposedKing long master promotion rookEndgame sacrifice,https://lichess.org/QuuwSCam#121,
05EbJ,3r2k1/3B1pp1/p7/Pp3Q1p/5n2/q6P/8/2KRR3 w - - 4 38,c1d2 a3b2 d2e3 f4g2 e3f3 g2h4,2337,78,91,5109,crushing exposedKing fork long middlegame,https://lichess.org/a1uce04P#75,
05LmX,7k/8/5PRp/1pr5/4K3/8/8/8 b - - 0 51,c5c6 g6h6 h8g8 f6f7 g8f7 h6c6,2325,77,94,1005,advancedPawn crushing discoveredAttack endgame exposedKing long rookEndgame,https://lichess.org/an65Z4hv/black#102,
06WdM,4r2k/ppp3bp/3p2p1/8/2Pn1BPq/3P3P/PP1Q2B1/5RK1 w - - 0 21,f4e3 h4g3 e3f4 d4f3 f1f3 e8e1 d2e1 g3e1,2374,77,84,57,advantage exposedKing fork master middlegame pin sacrifice veryLong,https://lichess.org/1YZvaux6#41,
07mwD,1rbn4/ppN3pp/1n5k/2b1Np2/7B/8/PPB2P1P/R6K b - - 3 21,c5d6 a1g1 d6e5 h4g5 h6h5 c2d1,2314,104,31,28,advantage exposedKing fork long middlegame sacrifice,https://lichess.org/6T5yAyOB/black#42,
086Sk,1n4k1/6r1/p2Q4/1pp1pP2/8/4K2P/Pq6/R4R2 w - - 2 33,d6b8 g8h7 a1d1 g7g3 e3e4 b2g2 e4e5 g3e3,2344,98,88,26,advantage endgame exposedKing veryLong,https://lichess.org/ztjY8OkI#65,
08j1w,7k/6pp/2N5/5BP1/7n/q6Q/5R2/4r2K w - - 2 40,h1h2 a3d6 h3g3 e1h1 h2h1 d6g3 f2a2 g3f3,2332,77,93,8241,crushing deflection exposedKing fork master middlegame pin veryLong,https://lichess.org/S1UtTF3W#79,
08q4F,r5kr/3p2b1/p1b1pP2/1pB3qB/7p/6N1/PPP4P/R2Q1RK1 b - - 0 21,h4g3 f6f7 g8h7 d1d3 h7h6 c5e3 g3h2 g1f2 h6h5 e3g5,2360,80,83,217,advancedPawn crushing exposedKing middlegame pin veryLong,https://lichess.org/WYzCuoy2/black#42,
09v5I,1r3r1k/1p2n3/pPp3pp/4b2n/P1PpP1q1/1Q3P2/3B1PBK/1R1NNR2 w - - 1 26,f3f4 h5f4 d2f4 g4f4 b3g3 f4h4 h2g1 e5g3,2329,101,84,27,advantage exposedKing middlegame pin veryLong,https://lichess.org/hrHeCtcK#51,
0A5yj,7k/8/2p1pb1P/1p2P1p1/5p2/2r2P2/7R/1B1K4 b - - 0 40,f6e5 h2a2 h8g8 b1g6 g8f8 a2a7 c3f3 a7f7 f8e8 f7f4 e8d7 f4f3,2356,90,78,54,advantage discoveredAttack endgame exposedKing quietMove veryLong,https://lichess.org/NDc3FJS2/black#80,
0ABjT,8/8/8/4p3/P1p1k3/2P2p1P/1P2K3/8 w - - 0 46,e2f2 e4d3 f2f3 e5e4 f3f2 d3d2,2348,78,82,125,crushing endgame exposedKing long pawnEndgame,https://lichess.org/Y1lD8MQK#91,
0ARH6,r1b1qknN/pppnbppp/8/3N3Q/3P1p2/8/PPP3PP/R1B1KB1R w KQ - 3 13,d5c7 e7h4 e1d2 e8e3 d2d1 e3e1,2329,84,90,781,doubleCheck exposedKing long mate mateIn3 opening,https://lichess.org/iOBL0hZT#25,Vienna_Game Vienna_Game_Vienna_Gambit
0AgTd,3r1k2/3rb3/p4q2/2p1N3/2p1Q3/P2P3P/1P4P1/3R2K1 b - - 2 35,f8g7 e5d7 f6d4 e4d4 c5d4 d7e5,2388,79,82,135,advantage exposedKing long middlegame,https://lichess.org/OdvfnIp8/black#70,
0B1Wu,2r2rk1/1p3p2/4b1p1/6PR/2p5/1P4Q1/P3PP2/2K2B2 w - - 0 22,h5h6 c4b3 c1b2 c8c2 b2b1 b3a2 b1c2 a2a1q g3c3 e6f5 e2e4 f5e4,2344,86,89,84,advancedPawn crushing discoveredAttack endgame exposedKing promotion veryLong,https://lichess.org/mTXFT3PZ#43,
0CQ0O,r4r2/2p5/1p1p3k/p2Pp2p/4nq2/2N4Q/PPP2P1N/2R2R1K w - - 0 32,h3e6 f8f6 e6h3 e4f2 f1f2 f4c1 h3f1 c1f1,2336,82,85,172,advantage defensiveMove deflection exposedKing fork middlegame veryLong,https://lichess.org/XuXXm8jC#63,
0Cs7V,r4rk1/pp3ppp/2p2n2/3p4/2PNnPq1/1P6/PB4BK/2QR1R2 w - - 0 22,c1e3 g4d1 f1d1 f6g4 h2g1 g4e3,2300,82,90,1040,crushing exposedKing fork long middlegame sacrifice,https://lichess.org/bsCDiSCq#43,
0DeZO,R7/8/1r2k3/2p1Prp1/2PpRnKp/1P6/3N4/8 b - - 7 44,h4h3 a8h8 f4d3 h8h6 e6e7 h6b6,2307,81,78,72,advantage endgame exposedKing long skewer,https://lichess.org/PQAbmazr/black#88,
0DjK8,6k1/ppQ2ppp/8/8/4r3/1P2qNK1/P2r2PP/R6R w - - 4 20,h1g1 e3f2 g3h3 g7g5 c7b8 g8g7 b8g3 g5g4 g3g4 e4g4,2335,77,91,2278,advantage exposedKing fork middlegame quietMove veryLong,https://lichess.org/AfxHlyhZ#39,
0Dqyn,8/1r3k1p/p2b3P/Kbp5/4R3/P1P5/8/5R2 b - - 8 48,f7g6 e4e6 g6g5 f1g1 g5f4 e6d6,2313,75,92,4804,advantage endgame exposedKing fork long,https://lichess.org/PB330Dtu/black#96,
0EGy7,3rR3/pp5p/4Rp1k/3r1P2/6Pq/1P5P/PQ6/6K1 w - - 0 32,e6f6 h6g5 e8d8 h4e1 g1g2 d5d8 f6e6 d8d2 b2d2 e1d2,2385,182,84,10,crushing defensiveMove endgame exposedKing fork intermezzo sacrifice veryLong,https://lichess.org/7QzDwbBc#63,
0Ei9E,8/4r1k1/1p3p2/3Q4/P2P2p1/7q/6Nr/2R2RK1 w - - 1 37,c1e1 h2h1 g1f2 g4g3 f2f3 h1f1 e1f1 f6f5,2327,103,88,32,crushing defensiveMove deflection exposedKing middlegame veryLong,https://lichess.org/me9yWINB#73,
0FKns,6k1/3bp1q1/3p3B/1ppPb2Q/r1n1B3/1RP4P/P7/7K b - - 9 38,g7f6 b3b1 e5h2 e4h7 g8h7 h6g5 h7g7 g5f6,2384,110,85,22,crushing discoveredAttack exposedKing master middlegame sacrifice veryLong,https://lichess.org/seZcZWH6/black#76,
0Fa12,6r1/p6k/2p1Pq2/2p5/3p1N1p/3P1Q1P/PPP5/7K b - - 3 38,f6g7 f3h5 g7h6 h5f5 h7h8 e6e7,2336,90,90,951,advancedPawn advantage endgame exposedKing long master,https://lichess.org/RwLx2icF/black#76,
0Fcc9,2kr3r/4qpp1/pp1p1n2/2PP4/4NP1b/P3Q3/3KB2P/2R4R b - - 0 25,e7e4 c5d6 c8d7 c1c7 d7e8 c7e7 e8f8 e7e4 f6e4 e3e4,2348,83,92,294,crushing discoveredAttack exposedKing fork middlegame veryLong,https://lichess.org/1ynjmjv2/black#50,
0H51i,r5q1/pp1k4/3bb1n1/1N2n1B1/4P3/3p2Q1/PP4PP/2R4K b - - 5 23,e5c4 g3d6 c4d6 c1c7 d7e8 b5d6 e8f8 g5h6,2320,78,93,4609,advantage deflection exposedKing middlegame sacrifice veryLong,https://lichess.org/JxIBeFVg/black#46,
0Io3Y,6rr/1bk1p2p/3p4/3PPQ2/5N2/2p2P2/1q4PR/3RK3 w - - 0 33,d1b1 c3c2 b1b2 c2c1q e1f2 c1b2,2376,81,89,2278,advancedPawn crushing exposedKing fork long middlegame promotion,https://lichess.org/wVLNZxVW#65,
0IsPQ,2rr4/p3k3/1p3p1p/4N3/P1B1bP2/2K5/1P2RnPP/R7 w - - 0 26,e5f7 d8d3 c3b4 a7a5 b4b5 c8c5 b5a6 c5c4,2307,130,77,29,crushing deflection exposedKing middlegame pin veryLong,https://lichess.org/IWovYQxE#51,
0J3hT,3R4/8/7p/8/3p1P1P/4k1P1/6r1/3K4 w - - 9 53,d8g8 g2g1 d1c2 d4d3 c2c3 g1c1,2324,79,91,363,crushing endgame exposedKing long rookEndgame,https://lichess.org/hjqErXj6#105,
0J4Zq,2r5/p5pk/6bp/3pB3/q7/2P2P2/1rR2QPP/2K1R3 w - - 0 29,c2b2 a4a1 c1d2 a1b2 d2e3 b2b6,2399,81,68,98,crushing deflection exposedKing long middlegame,https://lichess.org/gwyJRYVC#57,
0J73z,3rk1nQ/pp3p2/4p3/5q1p/2N2b2/1P6/PB6/2KRR3 w - - 2 31,c4e3 d8d1 c1d1 f5d3 d1c1 f4e3 e1e3 d3e3,2354,77,51,80,advantage attraction exposedKing middlegame pin queensideAttack veryLong,https://lichess.org/OOZBmtYt#61,
0JR4V,8/1R4k1/5pr1/6P1/5K2/8/8/8 b - - 1 45,g7f8 f4f5 g6g7 b7b8 f8f7 g5g6,2379,92,89,259,crushing endgame exposedKing long rookEndgame,https://lichess.org/VY9hijrr/black#90,
0KexS,8/3kNp2/p2N3B/1p1nn3/1P2K3/2P5/8/8 b - - 1 42,d7d6 e7f5 d6e6 f5d4 e6f6 e4d5,2395,91,90,1417,crushing deflection endgame exposedKing long,https://lichess.org/m2fd6Tf2/black#84,
0L2CF,5r2/5p1k/5p2/7p/2pN1n1q/P5R1/1P1Q1P2/6K1 b - - 5 31,f4d3 g3g7 h7g7 d4f5 g7g8 f5h4,2338,78,94,616,attraction crushing endgame exposedKing fork long sacrifice,https://lichess.org/igT7f4yF/black#62,
0Lbq0,2kr3r/pp2bpp1/2R1p2p/1B1qPb2/Q2P4/5N2/PP3PPP/4K2R b K - 0 14,b7c6 a4a6 c8d7 a6b7 d7e8 b5c6 d5c6 b7c6,2352,79,93,3950,advantage deflection exposedKing fork middlegame veryLong,https://lichess.org/vhban5ZH/black#28,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
0MBJE,8/1k6/1BN5/P1P3pp/1P4r1/8/8/5K2 w - - 1 54,a5a6 b7c6 a6a7 g4f4 f1g2 f4f8,2377,93,89,1282,crushing defensiveMove endgame exposedKing hangingPiece long,https://lichess.org/reRn0R9q#107,
0MJ84,6k1/5p2/p7/3P4/P1PQ4/1P3qp1/8/6K1 w - - 2 55,d5d6 f3e2 b3b4 e2h2 g1f1 g3g2,2388,78,95,436,advancedPawn crushing endgame exposedKing long queenEndgame,https://lichess.org/nEIoqf7I#109,
0MPZb,1r1r1k2/4Nppp/4pP2/4q3/1n2N1P1/1P2B2P/P1R3Q1/6K1 w - - 5 27,c2c5 d8d1 g1f2 b4d3 f2e2 e5b2 e2d1 b2g2,2394,82,90,951,crushing exposedKing fork middlegame skewer veryLong,https://lichess.org/6XjMyWvK#53,
0MPby,8/1k3qp1/r1pp4/1p2p3/4P3/R1Q5/5rPP/2R3K1 b - - 7 30,c6c5 a3a6 b7a6 c3a3 a6b6 c1a1 f2g2 g1g2,2378,81,79,105,attraction crushing endgame exposedKing quietMove veryLong,https://lichess.org/q83ZSO4S/black#60,
0NNMI,6k1/1R1b1q2/8/3pPpBp/n1pP1NpP/2P5/r1KQ2P1/8 w - - 1 34,c2d1 a4c3 d2c3 d7a4 d1c1 f7b7,2368,85,84,41,clearance crushing discoveredAttack exposedKing long middlegame sacrifice,https://lichess.org/IMAcciA0#67,
0NvH7,r1b2knr/pp4bp/n2Np1p1/2p1PpB1/2P2Q2/2qB1N2/5PPP/3R2K1 b - - 3 18,h7h6 f3h4 g8e7 g5e7 f8g8 h4g6,2318,103,67,40,advantage exposedKing long middlegame,https://lichess.org/5UAvgRGO/black#36,Sicilian_Defense Sicilian_Defense_Open
0O27i,5k2/1pp3pp/1p1pr2r/8/2PQbP2/1P4P1/P5K1/3R1R2 w - - 2 32,g2g1 h6h1 g1f2 h1h2 f2e3 e4f5 d4e5 d6e5,2365,86,86,334,crushing discoveredAttack endgame exposedKing veryLong,https://lichess.org/e8nO9qTV#63,
0O8kq,7k/8/6B1/5PR1/p7/1pn1K1P1/r7/8 b - - 0 48,b3b2 f5f6 a2a3 g5h5 h8g8 f6f7,2348,82,82,167,advancedPawn advantage endgame exposedKing long,https://lichess.org/ZS4qK2qB/black#96,
0OyQi,6k1/1p6/p2B1r2/2pP4/P3P1q1/3P3p/1P1Q2b1/4K1R1 w - - 1 35,d6e5 g4h4 e1d1 h4h5 d1c1 h5e5 g1g2 h3g2,2309,94,90,927,advancedPawn crushing endgame exposedKing fork master veryLong,https://lichess.org/Y0tULpkI#69,
0PeSK,1r6/5p1k/p3pP2/3bP1Pq/Q7/1P4R1/KP6/8 b - - 2 41,b8b3 g5g6 h5g6 a4h4 h7g8 g3g6,2326,80,75,40,crushing endgame exposedKing long,https://lichess.org/aYrf4Vf5/black#82,
0Q6Br,8/8/8/3B4/4pk1p/1PR2p1P/1r6/6K1 w - - 2 51,c3c1 e4e3 c1f1 b2g2 g1h1 g2g3,2338,123,100,22,crushing endgame exposedKing long,https://lichess.org/BreGvbX0#101,
0QkkD,5k2/R7/p1r2P2/6K1/n7/8/8/8 b - - 0 44,c6c5 g5g6 a4b6 a7h7 f8e8 h7h8 e8d7 f6f7,2367,95,76,61,advancedPawn crushing defensiveMove endgame exposedKing quietMove veryLong,https://lichess.org/SH7cB8xp/black#88,
0RHFA,8/5pk1/p2p2p1/8/Q1r1P3/3q3P/KR6/7R w - - 6 30,a4b3 d3e4 h1h2 c4a4 b3a4 e4a4,2325,213,75,6,crushing endgame exposedKing long,https://lichess.org/bphkS9tV#59,
0S3xu,r2q3k/p1p3pp/2pp2n1/8/8/1Q2NP1b/PP6/R1B1R1K1 w - - 0 19,e3g4 d8h4 e1e2 h4g3 g1h1 g6h4,2337,79,86,82,advantage exposedKing long middlegame,https://lichess.org/cUy4OpKs#37,
0SKDn,8/5Q2/2pNpp1k/2Pq2p1/3Pp3/4P3/pP3P2/3K4 w - - 3 34,f7f6 h6h5 f6h8 h5g4 h8a8 d5b3 d1c1 g4f3 a8a6 g5g4,2319,90,76,55,crushing defensiveMove endgame exposedKing master veryLong,https://lichess.org/fJwAeP6T#67,
0Sm9d,5Rk1/1Q1b2q1/p3p1Bp/3pn1pP/6P1/2N5/PPP5/2K5 b - - 0 28,g8f8 b7b4 f8g8 b4b8 g7f8 b8e5 f8f4 e5f4,2304,77,93,7366,crushing deflection endgame exposedKing veryLong,https://lichess.org/WFWn5oLe/black#56,
0TIY0,2N3k1/7p/P3p1p1/7n/1Q2Pq1r/R7/8/3R1K2 w - - 2 35,f1e1 h4h1 e1e2 f4h2 e2d3 h1d1,2363,81,79,100,crushing deflection exposedKing long middlegame,https://lichess.org/uo9PacNY#69,
