PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00dt1,Q7/8/3B4/2p5/Krkn4/8/8/8 w - - 1 54,a4a3 d4b5 a3a2 b5c3 a2a1 b4b1,2215,82,95,10682,arabianMate endgame exposedKing fork long master mate mateIn3,https://lichess.org/AQkAsoMX#107,
012LI,6k1/p4p1p/4bp2/1p2p3/3r4/KP1nQPN1/P5B1/8 w - - 0 33,g2f1 d4a4 b3a4 b5b4,2236,77,99,229,endgame master mate mateIn2 sacrifice short,https://lichess.org/ITMhkGpD#65,
02YZG,4qB1k/pp4pp/4K3/2Q1P3/2P5/3r2PP/P7/R6R w - - 7 32,f8e7 e8d7 e6f7 d3f3,2200,81,93,6073,endgame mate mateIn2 short,https://lichess.org/lEeBiGlY#63,
03Bol,3q1rk1/p3ppbp/6p1/8/P4n2/Q3P3/RPrB1PPP/4KBNR w K - 4 20,g1f3 d8d2 f3d2 c2c1,2203,75,94,7679,mate mateIn2 middlegame sacrifice short,https://lichess.org/0jzDJv2O#39,
03IMR,r2qkb1r/pp3ppp/4pn2/1N3b2/Q1nP4/5N2/PP3PPP/R1B1R1K1 b kq - 1 11,c4b6 b5d6 e8e7 d6f5,2223,76,95,3028,doubleCheck mate mateIn2 opening pin short,https://lichess.org/0XON1rQ3/black#22,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
03uRJ,3r1r2/p5k1/2p4R/1pp2pK1/4N3/8/PPP5/7R b - - 1 27,f5e4 h6g6 g7f7 h1h7 f7e8 g6e6,2253,78,93,10434,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/a4P4aO95/black#54,
03ySM,2r3k1/5pp1/Qq2b2p/3p4/3P4/3B3P/1P3PP1/4R1K1 b - - 0 26,b6d4 a6c8 e6c8 e1e8,2203,79,92,467,endgame mate mateIn2 sacrifice short,https://lichess.org/uhKyxEt2/black#52,
0556F,5rk1/5ppb/1pN5/3P1P1P/1PP1n3/4q2P/1QK5/r4BR1 b - - 6 31,a1a2 g1g7 g8h8 g7g8 h8g8 c6e7,2238,74,94,11059,attraction doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/QglO5BZO/black#62,
065sJ,3rr2k/3qn1pp/p3R3/1p3p1Q/7R/2P4P/PP3PP1/6K1 b - - 9 27,h7h6 e6h6 g7h6 h5h6 h8g8 h6h8 g8f7 h4h7 f7e6 h7h6 e7g6 h6g6 e6d5 h8d4,2274,83,39,113,kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/WEhie8nq/black#54,
0A5s6,5rk1/p1p2ppp/1rB2q2/3p4/3Pb3/2Q1P3/PP3PPP/R4RK1 w - - 1 17,c6a4 f6f3 g2f3 b6g6 g1h1 e4f3,2217,81,84,409,clearance intermezzo kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/7AyYWJxD#33,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
0BJQ6,1b2r1k1/1R3ppp/p7/4n3/1P3rP1/P2K4/B1Q5/7R w - - 13 42,d3e3 e5c4 e3d3 e8e3,2286,79,92,4172,doubleCheck mate mateIn2 middlegame short,https://lichess.org/siE6BfkH#83,
0BRGl,1r6/6pk/6Rp/4Pp1q/2Qp1P2/P7/8/1rKN2R1 w - - 3 38,c1c2 h5d1 g1d1 b8b2 c2d3 b1d1,2272,75,91,1631,deflection exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/Jt10xnKm#75,
0BSZ7,r3k2r/1p2ppbp/pq1p2p1/8/3nPPn1/2NB4/PPPQ2PP/R1B2RK1 w kq - 2 16,c3d5 d4e2 g1h1 b6g1 f1g1 g4f2,2202,83,93,6523,doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate,https://lichess.org/QUuXvSWo#31,Pirc_Defense Pirc_Defense_Austrian_Attack
0BjAV,5R2/8/P7/8/6k1/2b3pp/8/7K w - - 2 52,a6a7 g3g2 h1h2 c3e5 h2g1 e5d4 f8f2 g4g3 a7a8q h3h2,2288,79,85,659,advancedPawn endgame exposedKing mate mateIn5 pin veryLong,https://lichess.org/oPMMTyiN#103,
0C8PC,r5k1/2p1B3/p6p/3qN1pK/2Np1b2/1P3b1P/PQP5/R3R3 w - - 2 28,e5f3 d5f7 h5g4 h6h5,2218,79,93,921,mate mateIn2 middlegame short,https://lichess.org/eAfGEK1c#55,
0CULL,5rk1/pBp2ppp/5n2/5q2/Q3r3/2B4P/PP2nPPK/R3R3 w - - 3 18,b7e4 f6g4 h3g4 f5f4 g2g3 f4f2 e4g2 f2g3 h2h1 g3h4 g2h3 h4h3,2243,100,24,68,mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/ji9fzq0l#35,French_Defense French_Defense_Knight_Variation
0DX6i,r1b2rk1/ppp3pp/5P2/2bN4/2Q1p2q/7B/PPnP1P1P/R1B1K1NR w KQ - 0 13,c4c2 h4f2 e1d1 c8g4 g1e2 f2e2,2290,80,76,105,attackingF2F7 long mate mateIn3 opening,https://lichess.org/bvvT5yau#25,Vienna_Game Vienna_Game_Other_variations
0Dy6Q,5rk1/1bppn3/ppn1p1PR/8/4P3/1Pq5/P1P5/2K4Q b - - 1 27,c6d4 h6h8 g8g7 h1h6 g7f6 h8f8 f6e5 h6f4,2261,74,93,7654,deflection exposedKing mate mateIn4 middlegame veryLong,https://lichess.org/3M3CteiC/black#54,
0E1HG,8/5pk1/5Qb1/2p1P3/2n2N2/P7/2q3P1/6K1 b - - 4 37,g7f8 f4e6 f8g8 f6g7,2226,96,61,57,endgame master mate mateIn2 pin short,https://lichess.org/syJmHONi/black#74,
0E9qw,r1b2rk1/pp3pp1/1qn4p/3p2NQ/3P4/P2B4/1P3PPP/R3R1K1 b - - 1 15,b6d4 h5f7 f8f7 e1e8 f7f8 d3h7 g8h8 e8f8,2228,84,86,115,deflection kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/cBFLV9nO/black#30,Bogo-Indian_Defense Bogo-Indian_Defense_Grunfeld_Variation
