PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
01VXI,r3rk2/pppqn1pQ/6P1/4p1P1/4Pp2/1PP5/P4P2/RNB1K3 b Q - 0 20,d7g4 h7h8 e7g8 c1a3 e8e7 a3e7 f8e7 h8g7,1564,75,86,148,attraction crushing middlegame pin veryLong,https://lichess.org/LlFzgUtg/black#40,
01Yng,8/8/6p1/7p/p2k3P/P4pP1/1PK2P2/8 w - - 6 64,b2b3 a4b3 c2b2 d4d3 a3a4 d3e2 a4a5 e2f2,1579,76,87,125,advantage endgame pawnEndgame veryLong,https://lichess.org/QZALJtcQ#127,
022Py,rnbq1r2/pp2b2k/2p1p2p/3pN3/2PPp1Q1/1P2P1P1/P4PBP/R4RK1 b - - 2 13,f8g8 g2e4 d5e4 g4e4 h7h8 e5f7 h8g7 f7d8,1510,86,44,99,advantage fork middlegame veryLong,https://lichess.org/XC1ky6QQ/black#26,Dutch_Defense Dutch_Defense_Other_variations
027Il,r2qr1k1/1bpn1p1p/1p1p1p2/3N1P1Q/4PR2/1P6/PP4PP/R5K1 b - - 4 20,d7f8 f4g4 f8g6 f5g6 f7g6 g4g6 h7g6 h5g6,1551,74,91,2077,crushing kingsideAttack middlegame veryLong,https://lichess.org/TgXP9WoA/black#40,
027yq,6r1/8/8/2P4R/8/PK4k1/2P4p/8 w - - 0 43,b3b4 g8g4 b4b5 g4h4 h5h4 g3h4 c5c6 h2h1q,1522,76,79,193,advancedPawn crushing endgame master promotion rookEndgame veryLong,https://lichess.org/FbQ1rmbN#85,
02cXW,r3k1r1/pp2p3/6b1/3Pp3/N3n2p/8/PPB3PP/1R3RK1 w q - 0 27,f1e1 e4d2 c2g6 g8g6 b1c1 d2f3 g1f2 f3e1,1542,171,82,20,crushing middlegame pin veryLong,https://lichess.org/alLtYkL5#53,
03C3g,1k1r3r/pp4pp/3b1p2/1N6/P2Pqp2/2Q2N1P/5PP1/2R3K1 b - - 3 24,d8c8 c3c8 h8c8 c1c8 b8c8 b5d6 c8d7 d6e4,1596,75,95,4215,advantage attraction fork middlegame veryLong,https://lichess.org/tx8yOygo/black#48,
03VQ8,2kr3r/qp3p2/p1pB2p1/Q2pPp2/5P2/PR6/1P4pP/2R4K w - - 0 28,h1g2 h8h2 g2h2 a7f2 h2h1 d8h8 b3h3 h8h3,1542,75,89,679,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/V4BOo0LO#55,
03YFB,1k1r3r/p1p1q3/QPn1p3/4P1pp/3Ppp2/2P5/2PK1PPP/RR6 b - - 0 22,c7b6 b1b6 a7b6 a6a8 b8c7 a1a7 c6a7 a8a7 c7c6 a7e7,1553,75,95,6683,crushing fork middlegame sacrifice skewer veryLong,https://lichess.org/d5Ni5zER/black#44,
03ZQd,rn4k1/5ppp/1p1qp3/1Q6/Pp1P1P2/4PP2/2rNK2P/R5R1 b - - 6 21,a8a5 b5e8 d6f8 g1g7 g8g7 a1g1 g7f6 e8f8,1548,74,92,2223,attraction crushing deflection kingsideAttack middlegame pin sacrifice veryLong,https://lichess.org/v9rjDUi1/black#42,
03kEP,7b/4k2N/3p2r1/4p1p1/2B1P1Q1/PpB1q3/1P6/1K5R w - - 1 43,g4c8 e3e4 c4d3 e4h1 c3e1 h1e1 c8c1 e1c1,1589,76,91,873,crushing fork middlegame veryLong,https://lichess.org/UREtFHzV#85,
042a4,8/R7/6k1/1P5p/2np4/P6r/4KP2/8 b - - 0 36,h3a3 a7a3 c4a3 b5b6 a3c4 b6b7 c4e5 b7b8q,1575,76,98,708,advancedPawn crushing endgame promotion veryLong,https://lichess.org/pYXQ1UfG/black#72,
0470w,8/6p1/4p3/1K2p3/1P5p/7P/4kPP1/8 w - - 1 36,b5c5 e2f2 b4b5 e5e4 b5b6 e4e3 b6b7 e3e2,1517,78,86,1361,advancedPawn crushing endgame pawnEndgame quietMove veryLong,https://lichess.org/KK2ek1pA#71,
04U6R,8/2p3k1/1p1p2pp/p2P4/P1P1b3/1Pq2N1P/6P1/3Q3K w - - 7 33,d1d4 c3d4 f3d4 g7f6 h1g1 f6e5 d4c6 e5f4,1569,75,90,1169,crushing defensiveMove endgame veryLong,https://lichess.org/57ksAnW7#65,
04Xjf,8/1k1n1p1p/p2Bp1p1/Pp1pP1P1/1K1P1P1P/1P6/8/8 b - - 4 42,d7b8 d6b8 b7b8 b4c5 b8c7 b3b4 c7b7 c5d6,1506,103,89,36,crushing endgame quietMove veryLong zugzwang,https://lichess.org/u4KmjuJP/black#84,
04nVK,8/4k1Nr/3p2pp/1p2p3/5p2/1P6/P4PPP/2R3K1 b - - 0 30,h7g7 c1c7 e7f6 c7g7 f6g7 a2a4 g7f6 a4a5,1521,74,91,485,advantage defensiveMove endgame rookEndgame veryLong,https://lichess.org/tp0j2WaB/black#60,
04yoG,8/8/1R3k2/2P5/p4KP1/1r6/8/8 b - - 0 41,b3b6 c5b6 a4a3 b6b7 a3a2 b7b8q a2a1q b8h8 f6e6 h8a1,1518,76,79,404,advancedPawn crushing endgame exposedKing promotion skewer veryLong,https://lichess.org/MRPrp9Ac/black#82,
051YJ,7k/pp2q1p1/1n2p1Bp/1b3pN1/1n1P3P/8/PP1K1PP1/1Q5R b - - 0 24,h6g5 h4g5 h8g8 h1h8 g8h8 b1h1 h8g8 h1h7 g8f8 h7h8,1585,74,95,20899,attraction discoveredAttack kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/BLp2HacV/black#48,
059XJ,6k1/5p1p/4pnp1/ppq1N3/5P2/2P4P/PP4PK/3Q4 b - - 0 27,c5f2 d1d8 g8g7 d8f6 g7f6 e5g4 f6f5 g4f2,1562,76,94,5108,attraction crushing endgame fork master sacrifice veryLong,https://lichess.org/84ti6aO3/black#54,
05OvV,4Q1k1/1pr2rp1/6p1/pBPp4/Pn1P4/1P3Pq1/1K6/2R4R b - - 3 35,f7f8 h1h8 g8h8 e8f8 h8h7 c1h1 g3h2 h1h2,1521,75,100,217,attraction deflection kingsideAttack mate mateIn4 middlegame pin veryLong,https://lichess.org/6yO6VDmi/black#70,
05RGG,6r1/7k/1R5p/1p1pPp1b/1P1N1P1n/P2BP3/7P/7K w - - 3 33,b6b5 h5f3 d4f3 h4f3 d3f5 h7h8 b5b8 g8b8,1546,75,93,2729,advantage endgame veryLong,https://lichess.org/r4ZwohKs#65,
05Sxp,8/8/p4p2/5k2/1P5P/5P1K/2P1b1P1/8 w - - 3 44,g2g4 f5f4 h4h5 e2f3 h3h4 f3g4 h5h6 g4f5,1561,75,97,8412,advantage bishopEndgame defensiveMove endgame veryLong,https://lichess.org/gad1hZd3#87,
05fJq,8/8/6p1/7p/7P/5PK1/4k3/8 w - - 6 54,g3f4 e2f2 f4e4 f2g3 f3f4 g3h4 e4f3 h4h3 f4f5 g6f5,1540,132,74,19,crushing endgame pawnEndgame veryLong,https://lichess.org/5JI5hhN4#107,
05oid,8/3k1p2/4b1p1/5PQp/4P1q1/8/6PK/8 w - - 1 49,g5g4 h5g4 f5e6 d7e6 h2g3 e6e5 g3g4 e5e4,1569,116,100,28,crushing endgame veryLong,https://lichess.org/RJnW6wBM#97,
063hC,4r1k1/p4p1p/1p4p1/3pr1q1/P1bQ4/2P1PB1P/3R1PP1/R6K w - - 1 22,a4a5 e5e4 f3e4 e8e4 a5b6 e4d4 d2d4 a7b6,1594,75,89,1286,advantage capturingDefender middlegame sacrifice trappedPiece veryLong,https://lichess.org/hTQRK6KL#43,
06Tnt,2r5/3k2p1/2pr3p/2R5/5PK1/6P1/7P/2R5 b - - 6 41,d6d5 c5d5 c6d5 c1c8 d7c8 g4f5 d5d4 f5e4,1530,75,82,376,crushing discoveredAttack endgame rookEndgame veryLong,https://lichess.org/aM9Ki1zO/black#82,
07400,r5k1/pb1qb1p1/4p1QB/5r2/Pn1pN3/3B4/5PPP/R4RK1 b - - 0 22,e7f6 e4f6 f5f6 g6h7 g8f8 h7h8 f8e7 h8g7,1537,75,87,773,crushing deflection interference kingsideAttack middlegame pin veryLong,https://lichess.org/WdOSPXDz/black#44,
079vi,8/8/P1k4p/K2p1pp1/3P4/1N2n2P/6P1/8 b - - 1 44,e3g2 b3c5 g2e3 a6a7 e3c4 a5a6 c4b6 c5d3,1500,500,82,10,advancedPawn crushing defensiveMove endgame knightEndgame quietMove veryLong,https://lichess.org/MewyworK/black#88,
07HDk,r1bq1rk1/pp2p2p/2n2bpB/3p4/3P4/3B1N2/PPQ2PPP/R4RK1 b - - 3 13,f8f7 d3g6 h7g6 c2g6 f7g7 h6g7 f6g7 f3g5,1590,75,97,3830,crushing defensiveMove kingsideAttack middlegame pin veryLong,https://lichess.org/yX9BkZ68/black#26,Dutch_Defense Dutch_Defense_Normal_Variation
07KSZ,3r2k1/5p1p/p1Q1p1p1/4b2q/1PP5/6P1/P6P/1R3R1K w - - 0 26,b1d1 d8d1 c6e8 g8g7 e8f7 g7h6 f7f8 e5g7,1554,74,92,774,advantage endgame veryLong,https://lichess.org/MBRvrCrR#51,
08f3U,8/8/pp3bK1/8/2P2Pk1/1P4P1/P7/8 b - - 4 44,f6a1 f4f5 a1e5 f5f6 e5g3 f6f7 g3d6 g6g7,1500,500,100,0,advancedPawn bishopEndgame crushing defensiveMove endgame quietMove veryLong,https://lichess.org/F54cnwI8/black#88,
09DTj,8/6p1/5pK1/r7/8/P5R1/8/2k5 w - - 2 48,g6g7 a5g5 g3g5 f6g5 g7f6 g5g4 f6e5 g4g3,1548,75,95,3930,crushing endgame quietMove rookEndgame veryLong,https://lichess.org/cVpOymsF#95,
09MvE,2kRr3/1pp3p1/p1n4p/4Pbq1/2B1QN2/2P5/PP4P1/1K3R2 b - - 0 25,e8d8 c4e6 f5e6 f4e6 g5e5 e4e5 c6e5 e6d8,1500,74,88,1400,advantage fork middlegame veryLong,https://lichess.org/RJiL2Lfm/black#50,
09mKK,rnb1rbk1/p4p1p/2p3p1/3p1P2/1p1q1B2/3B2Q1/PPP3PP/R2N1R1K b - - 3 20,b8d7 f5g6 h7g6 d3g6 f7g6 g3g6 d4g7 g6e8,1567,108,88,28,advantage fork middlegame veryLong,https://lichess.org/u3Acs9YH/black#40,
0A532,8/p6k/7p/3PBpp1/6b1/2P5/PP3Q1K/2q5 b - - 0 38,c1d1 f2a7 h7g6 a7g7 g6h5 g7f7 h5h4 e5g3,1519,86,86,84,endgame mate mateIn4 veryLong,https://lichess.org/ysKndwxl/black#76,
0AH5W,4r1k1/p4p1p/2p2Qp1/8/5P2/P6P/1Pqr1RP1/R5K1 w - - 5 25,a1f1 d2f2 f1f2 e8e1 f2f1 c2c5 g1h2 e1f1,1541,75,94,2805,crushing deflection endgame veryLong,https://lichess.org/HHEs37U2#49,
0APab,8/2pk2pp/p1n5/1pN5/5q2/2P5/PPK1R2P/8 b - - 0 29,d7c8 e2e8 c6d8 e8d8 c8d8 c5e6 d8e7 e6f4,1544,75,95,19640,attraction crushing endgame fork sacrifice veryLong,https://lichess.org/KgSomakC/black#58,
0ATxw,8/8/8/1p1Pkpp1/P3p3/6P1/4KP2/8 w - - 0 44,a4a5 e5d5 a5a6 d5c6 a6a7 c6b7 a7a8b b7a8,1535,76,77,504,crushing endgame pawnEndgame veryLong,https://lichess.org/YsXTb0Tr#87,
0AYA4,5r2/3R2k1/p4p2/4nP2/2p5/8/qr2QPP1/3R2K1 b - - 1 33,e5d7 d1d7 f8f7 d7f7 g7f7 e2e6 f7g7 e6e7,1593,366,100,6,attraction endgame equality veryLong,https://lichess.org/pPfEv1Sv/black#66,
0Ak5t,3kr2r/pp1n2pp/q1p1R3/8/1nNP1p1N/3Q4/PPP2PPP/4R1K1 w - - 3 24,d3f5 a6c4 e6e8 h8e8 f5g5 d7f6 e1e8 d8e8,1586,75,97,3337,advantage hangingPiece middlegame veryLong,https://lichess.org/HFiwaHvp#47,
0BPgR,3r2k1/5ppp/4b3/1R6/r2p4/P3P3/1P1KBPPP/7R w - - 2 26,e2d3 d4e3 d2e3 d8d3 e3d3 e6c4 d3d4 c4b5,1527,75,68,718,advantage attraction discoveredAttack endgame fork sacrifice veryLong,https://lichess.org/lbukeqpQ#51,
0BbsE,4r1k1/p3qp2/2p3pp/2Nb4/5PP1/1PP3QP/P7/3R2K1 w - - 1 33,c5d3 e7e2 d1e1 e8e3 g3f2 e2f2 g1f2 e3d3,1584,299,-100,3,advantage clearance endgame exposedKing veryLong,https://lichess.org/P2ffsHIo#65,
0CQEM,8/6bk/2Q1p1p1/2P4p/1P1q1P2/4p3/5PPP/5BK1 w - - 0 34,f2e3 d4e3 g1h1 g7d4 c6d7 h7h6 d7d4 e3d4,1588,74,89,101,crushing endgame veryLong,https://lichess.org/1zwgcZ0S#67,
0CzHd,5rk1/1pQ2ppp/p1b1p3/4n3/8/2P1q3/P3BRPP/3RK3 b - - 5 24,e5g4 c7f7 f8f7 d1d8 c6e8 d8e8 f7f8 f2f8,1571,74,93,199,kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/iNXBMxuT/black#48,
0D2Aj,8/8/3p3p/1pp3p1/3kPpP1/PP1P3P/3K4/8 b - - 4 34,f4f3 a3a4 f3f2 d2e2 b5b4 a4a5 f2f1q e2f1,1597,75,89,258,crushing endgame pawnEndgame quietMove veryLong,https://lichess.org/s2YBwOfC/black#68,
0DVHR,2r2k2/2q2pbB/3p4/p2P2P1/1pn4Q/8/PPP5/1KB1r2R w - - 2 30,h1e1 c4a3 b1a1 a3c2 h7c2 c7c2 h4f4 g7e5,1500,500,100,1,crushing deflection fork middlegame veryLong,https://lichess.org/K1R9BleL#59,
0E2XV,8/8/1p4p1/p1p5/P4KPk/1P6/8/8 b - - 6 56,g6g5 f4f5 h4h3 f5g5 b6b5 a4b5 c5c4 b3c4,1579,75,84,120,crushing defensiveMove endgame pawnEndgame veryLong zugzwang,https://lichess.org/2mMtI0jr/black#112,
0E66E,r1bq1rk1/ppp2ppp/2np4/4n3/2P5/P1B1PN2/1P2BPPP/R2QK2R b KQ - 1 10,c8g4 f3e5 g4e2 e5c6 e2d1 c6d8 d1b3 d8b7,1533,78,89,48,advantage opening veryLong,https://lichess.org/VdTbZdh4/black#20,Indian_Defense Indian_Defense_Budapest_Defense
0EbLC,rnbqkbnr/p1p2ppp/1p6/3Pp3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,f4e5 d8h4 g2g3 h4e4 d1e2 e4h1 e2g2 h1g2,1532,76,82,97,advantage fork opening veryLong,https://lichess.org/FnuW3h8g#7,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit_Accepted
