PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00JaW,8/r7/Pk5p/3R2p1/4p1P1/4P3/3K4/8 b - - 0 48,a7a6 d5d6 b6a5 d6a6 a5a6 d2c3 a6b7 c3d4,1082,79,88,200,crushing endgame exposedKing rookEndgame veryLong,https://lichess.org/K2MPI0zt/black#96,
00byq,2r3k1/2r1bppp/3ppn2/qp6/3BP3/1Q4P1/PP3PBP/1RR3K1 w - - 5 21,d4e3 c7c1 b1c1 c8c1 e3c1 a5e1 g2f1 e1c1,1016,83,92,514,advantage fork middlegame pin veryLong,https://lichess.org/gofuvC2L#41,
02TLp,8/8/5p2/1p5p/2k1Kp2/P5P1/7P/8 w - - 0 36,g3f4 c4b3 e4f5 b3a3 f5f6 b5b4 f6e7 b4b3 f4f5 b3b2 f5f6 b2b1q,1075,76,96,1811,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/DyHiMp0u#71,
05iJw,8/6R1/1kp2R2/p7/1pp5/P1P5/KP5r/8 w - - 0 48,g7g6 b4b3 a2a1 h2h1 g6g1 h1g1 f6f1 g1f1,1076,85,76,105,endgame mate mateIn4 rookEndgame veryLong,https://lichess.org/wJoikUza#95,
06MHw,8/8/8/1p6/pP1P3k/P4Kp1/8/8 w - - 2 54,f3g2 h4g4 d4d5 g4f5 d5d6 f5e6 d6d7 e6d7,1091,80,74,160,crushing endgame pawnEndgame veryLong,https://lichess.org/vaGXdoYZ#107,
08wAr,8/2k5/R7/4PK2/5P2/pr6/8/8 w - - 1 57,f5f6 b3b6 a6b6 c7b6 f6f7 a3a2 e5e6 a2a1q,1093,76,94,343,advancedPawn crushing endgame master promotion rookEndgame veryLong,https://lichess.org/kFH5gs7h#113,
08xmo,6k1/5p1b/5p2/2N2P1p/3PP1P1/1p2K3/rr2B1P1/4R3 w - - 1 33,g4h5 b2e2 e1e2 a2e2 e3e2 b3b2 c5d3 b2b1q,1044,81,90,273,advancedPawn crushing endgame promotion sacrifice veryLong,https://lichess.org/E4ujnoQA#65,
0AfGR,8/1r6/8/8/3p1Q2/2kP1P1K/7r/8 w - - 0 61,f4h2 b7h7 h3g2 h7h2 g2h2 c3d3 f3f4 d3e4 f4f5 e4f5,1096,83,90,55,crushing endgame exposedKing master queenRookEndgame skewer veryLong,https://lichess.org/PkrpSBCx#121,
0CCH9,6k1/6p1/4p3/2p1q1N1/p1P5/3Q3P/6PK/8 w - - 4 37,d3g3 e5g3 h2g3 a4a3 g5e6 a3a2 e6c5 a2a1q,1054,74,99,1509,advancedPawn crushing endgame promotion veryLong,https://lichess.org/cYbzbgZH#73,
0CTPK,8/8/k2p4/P2P1pp1/K7/6P1/7P/8 w - - 0 43,h2h3 f5f4 g3f4 g5f4 a4b4 f4f3 b4c3 f3f2,1005,82,90,401,advancedPawn crushing endgame pawnEndgame veryLong,https://lichess.org/Ovp2dA6u#85,
0CtZu,5bk1/4pp1p/6p1/8/8/2Q4P/q4PP1/2B3K1 b - - 1 27,f8g7 c3c8 g7f8 c1h6 a2a1 g1h2 a1g7 h6g7,1028,88,95,2680,crushing endgame pin veryLong,https://lichess.org/mtuaYm5M/black#54,
0E5fN,8/b7/8/PP6/6p1/2P4k/4K3/8 b - - 0 54,h3h2 b5b6 a7b8 a5a6 g4g3 a6a7 b8a7 b6a7,1024,102,100,45,advancedPawn bishopEndgame crushing endgame veryLong,https://lichess.org/wehMc2mq/black#108,
0EjlR,2N2k2/p5p1/2p1PP1p/4K3/7P/rp6/8/8 b - - 0 39,g7f6 e5f6 a3a4 e6e7 f8e8 c8d6 e8d7 e7e8q,1058,76,98,441,advancedPawn advantage endgame exposedKing promotion veryLong,https://lichess.org/YmhHmjmq/black#78,
0GKFa,8/5p2/8/5k2/p4P1K/P1P5/8/8 w - - 1 57,c3c4 f5f4 c4c5 f4e5 c5c6 e5d6 c6c7 d6c7,1027,81,94,608,crushing endgame pawnEndgame veryLong,https://lichess.org/qVLTqJB0#113,
0GKwj,5rk1/5ppp/1qb5/8/4nQ1N/8/4r1PP/1R3R1K b - - 14 32,b6d4 f4f7 f8f7 b1b8 d4d8 b8d8 c6e8 d8e8 f7f8 f1f8,1068,82,86,1617,mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/n23IzwMG/black#64,
0HH5q,1rr3k1/1q3ppp/3P4/2B1p3/2QnP1P1/pP6/P4R1P/2K2R2 b - - 4 29,b7e4 c4f7 g8h8 f7f8 c8f8 f2f8 b8f8 f1f8,1072,78,73,312,backRankMate mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/72V9VOrW/black#58,
0HYrn,1k5q/pp3p2/4Pp2/8/1P1pB3/P2P2b1/6P1/3Q1RK1 w - - 2 28,f1f3 h8h2 g1f1 h2h1 f1e2 h1g2 f3f2 g2f2,1029,79,87,1227,deflection endgame mate mateIn4 veryLong,https://lichess.org/I447Cwa8#55,
0Hycp,3r2k1/p2r1ppp/qpQ1p3/2b5/4N3/P3P1P1/1PR2P1P/2R3K1 w - - 1 24,e4c5 d7d1 c1d1 d8d1 g1g2 a6f1 g2f3 f1h1,1080,79,92,1135,advantage kingsideAttack middlegame veryLong,https://lichess.org/tzfwDfkk#47,
