PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00pny,3r2rk/p3b2p/2n2p2/2pnNPPq/1p1p3P/3P1Q2/PPP3B1/R1B1R1K1 b - - 0 24,h5h4 e5f7 h8g7 e1e4,2617,100,82,147,crushing fork master middlegame short,https://lichess.org/dxcSKEfa/black#48,
00sDQ,2r2rk1/5p2/1pn1pPp1/1B1pP3/5q2/4b2R/1B4QP/R6K b - - 3 31,f4f2 g2f2 e3f2 a1f1,2614,86,70,100,advantage master middlegame short,https://lichess.org/eDAqXjpA/black#62,
026PG,8/1r6/1PkP1P2/2B1K2p/8/5p2/5P2/8 b - - 0 64,h5h4 c5e3 h4h3 e3f4,2649,94,89,185,crushing defensiveMove endgame master quietMove short,https://lichess.org/ioa8uI7p/black#128,
02gGn,R7/P7/8/5pp1/6k1/r5P1/5K2/8 w - - 0 50,a8b8 a3a7 b8b4 g4h3,2618,81,98,81,advantage endgame master rookEndgame short,https://lichess.org/osojJ9kh#99,
03ABF,5r1k/6p1/6B1/pp1n4/8/4P1B1/P3R1PP/2b3K1 w - - 1 31,e3e4 d5c3 e2e1 c1d2 e1a1 c3e2 g1h1 d2c1 a1c1 e2c1,2623,91,39,49,advantage endgame master quietMove veryLong,https://lichess.org/qoIUosRK#61,
04sjU,8/8/3pk3/PK6/1R6/8/8/r7 b - - 0 52,d6d5 a5a6 e6d7 b5b6 d5d4 b6b7 d4d3 b4d4 d7e7 d4d3,2675,93,90,369,crushing endgame master rookEndgame veryLong,https://lichess.org/z0TRJpuf/black#104,
056qd,1k5r/4bp1p/Q3p3/2N2p2/1q1r4/8/PP3PPP/R3R1K1 w - - 1 24,e1e3 b4c5 e3c3 h8d8 c3c5 d4d1 a1d1 d8d1 a6f1 d1f1 g1f1 e7c5,2673,95,77,159,advantage hangingPiece master middlegame quietMove sacrifice veryLong,https://lichess.org/H3wocQ3e#47,
05bfa,5k2/6RK/7p/7P/5rP1/p7/8/8 w - - 0 49,h7h6 f4a4 g7g5 a3a2,2666,94,92,542,advancedPawn crushing endgame master rookEndgame short,https://lichess.org/ThtIaAdC#97,
064Ab,8/5pk1/3Kp1p1/3pP3/3P1PP1/8/8/8 b - - 2 49,g7g8 f4f5 g6f5 g4f5 e6f5 d6d5 g8g7 d5c4 f5f4 d4d5 f4f3 c4d3 f3f2 d3e2 f2f1r e2f1,2671,92,93,558,crushing endgame master pawnEndgame quietMove veryLong,https://lichess.org/oqhnwk1c/black#98,
06z4K,5rrk/3q2p1/1pp1p1Pp/8/1PbPp3/P3BQ1R/6P1/R5K1 w - - 0 29,e3h6 f8f3 g2f3 g8d8,2656,98,87,364,advantage clearance defensiveMove master middlegame short,https://lichess.org/wmovUCj7#57,
074cu,4r1k1/1p3pp1/2p4p/2Bn1B1P/8/8/nP3PP1/3R1K2 b - - 3 28,e8e5 f5b1 e5h5 f1g1,2649,93,83,65,advantage defensiveMove endgame master short,https://lichess.org/F5aGnads/black#56,
07Kii,8/3PNp2/6p1/2k4p/7r/1PK5/8/8 b - - 0 42,h4d4 b3b4 c5b6 c3d4 b6c7 e7c6 c7d7 c6e5,2664,82,74,112,crushing deflection endgame master quietMove veryLong,https://lichess.org/fmJafIvN/black#84,
07Kq0,2r2rk1/pb1p2pp/1p1bp1n1/5n2/3N4/2P1B1Pq/PPBN1P1P/R3RQK1 b - - 2 17,h3g4 d4f5 f8f5 c2d1,2692,97,86,367,crushing master middlegame short,https://lichess.org/gpjQZWJs/black#34,Sicilian_Defense Sicilian_Defense_Katalimov_Variation
07bZf,4r3/8/p7/1p2k2P/2p1bR2/P1K1B3/1PP3p1/8 w - - 2 36,h5h6 e8g8 f4h4 g8g3,2692,88,88,558,crushing endgame master pin quietMove short,https://lichess.org/aQq4FNrG#71,
07dNV,3rr1k1/pp1q2pp/1np1bp2/2R5/3P4/P3P1P1/1PQB2BP/5RK1 b - - 0 19,e6h3 c5h5 h3g2 c2h7 g8f7 h5g5 g2f1 g5g7,2670,108,89,1236,advantage kingsideAttack master middlegame pin sacrifice veryLong,https://lichess.org/z7DRcVF4/black#38,English_Opening English_Opening_Kings_English_Variation
07lIY,8/4Np1p/1bk2p2/1pp5/p3KPP1/P3P2P/1P6/8 b - - 3 34,c6d6 e7c8 d6c6 c8b6 c6b6 e4d5 b5b4 d5c4 b4a3 b2a3,2612,80,94,626,endgame master,https://lichess.org/yAF0Ofu5/black#68,
07q17,1r1k1r2/6b1/1q1PQ1pp/4pp2/8/8/PP3PPP/R2R2K1 b - - 0 24,b6b7 d6d7 b7b6 d1d6,2619,76,79,300,advancedPawn clearance crushing master middlegame short,https://lichess.org/U94uWf0T/black#48,
09C7E,8/8/1p2K1k1/p2R4/P4p2/1P3Pbp/8/8 w - - 0 61,d5d1 h3h2 e6e5 g6g5 d1d8 g3e1 d8g8 g5h4 g8h8 h4g3,2655,94,79,197,advancedPawn crushing defensiveMove endgame master masterVsMaster quietMove veryLong,https://lichess.org/KYZhN28F#121,
