PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0B4Hl,r3k1nr/p4p1p/b1n5/3pP3/1ppP2pN/2P1q1P1/PPK1B1P1/RN1Q1R2 w kq - 2 18,h4f5 b4b3 a2b3 c6b4 c3b4 c4b3,2651,86,93,3015,intermezzo long mate mateIn3 middlegame sacrifice,https://lichess.org/96v2rfLV#35,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
0KfyN,k2r1r2/p5p1/BpR1n3/3p1q2/N2P2b1/P3P1B1/1P5P/2Q3K1 b - - 6 29,e6g5 a6b7 a8b7 c6b6 a7b6 c1c7 b7a6 c7b6,2657,102,94,4206,attraction clearance mate mateIn4 middlegame queensideAttack sacrifice veryLong,https://lichess.org/frBJlQFm/black#58,
0g5p7,r1k1r3/pp1n2pp/2R5/B2b1pN1/4B2q/5P2/1P2Q3/2R2K2 b - - 0 26,b7c6 c1c6 d5c6 e2a6 c8b8 a5c7 b8c7 a6c6 c7d8 g5f7 d8e7 c6d6 e7f7 e4d5 e8e6 d6e6 f7f8 e6f7,2621,88,92,5613,attraction exposedKing fork mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/A6qmAmax/black#52,
0qUKl,r1b5/ppqp1Rk1/2n4p/2NR4/Q7/2P1r3/PP2B1Pb/7K b - - 0 26,g7f7 d5f5 f7e8 e2h5 e8e7 a4h4 e7d6 h4f6 e3e6 c5e4,2642,88,97,148,exposedKing mate mateIn5 middlegame pin veryLong,https://lichess.org/LQOJUiT5/black#52,
0w11w,4kr2/Q7/1p4Rp/2p3n1/2P1q3/8/PPK1P3/6R1 w - - 3 38,c2b3 f8f3 e2f3 e4d3 b3a4 d3c4 a4a3 c4b4,2608,86,91,2740,deflection endgame fork mate mateIn4 sacrifice veryLong,https://lichess.org/gIgiUZXd#75,
11dZg,6k1/1PQ2p2/6q1/4P3/6K1/2Pn1PB1/6PP/8 w - - 5 44,g4h3 g6h5 g3h4 h5f5 g2g4 f5f3 h4g3 d3f2 h3h4 f3g4,2633,86,88,626,deflection endgame exposedKing mate mateIn5 veryLong,https://lichess.org/e93GsOTc#87,
1DI0S,5b2/pb3pp1/1p1ppk1p/1P1P4/P1K1PPP1/3B3P/7B/8 b - - 0 37,f8e7 e4e5 d6e5 g4g5 h6g5 f4e5,2615,85,92,1284,bishopEndgame endgame intermezzo long mate mateIn3,https://lichess.org/7kDKHCzz/black#74,
1PB4f,4Q3/1p1r1kp1/p7/8/P4nP1/5P1P/1P1q4/4R2K b - - 5 36,f7f6 e8e5 f6g6 e5f5 g6h6 g4g5 h6h5 f5h7 h5g5 e1e5 g5f6 h7f5,2690,99,99,219,endgame exposedKing mate mateIn5 veryLong,https://lichess.org/9dd522Z7/black#72,
1PZRu,3R4/5pk1/3P2p1/p1pb2Kp/5P2/2PB2P1/3Q3P/4r1q1 w - - 4 32,d3g6 g1g3 h2g3 f7f6 g5h5 d5f3 g3g4 e1h1 d2h2 h1h2,2690,92,96,684,endgame mate mateIn5 sacrifice veryLong,https://lichess.org/IyocXvtR#63,
1WbmU,4r2r/1k4p1/1pb1qp2/4p2p/1Q1b3P/6P1/3B3K/RR6 b - - 7 36,d4a1 b4b6 b7c8 b6b8 c8d7 b1b7 c6b7 b8b7 d7d8 d2a5 e6b6 a5b6,2634,87,93,2466,mate mateIn5 middlegame veryLong,https://lichess.org/Hy2CJEkV/black#72,
1jUnZ,2r2rk1/3qpp1p/3p4/2p2p1Q/1p2P3/3P1R1P/2P3P1/5R1K b - - 0 25,f7f6 f3g3 g8h8 h5h7 h8h7 f1f4 d7e8 f4h4 e8h5 h4h5,2649,88,93,5547,endgame kingsideAttack mate mateIn5 sacrifice veryLong,https://lichess.org/eVV2l00D/black#50,
