PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
01eV6,8/8/8/p2k3p/P1p4P/2K2P2/8/8 b - - 0 39,d5c5 f3f4 c5d5 f4f5 d5e5 c3c4 e5f5 c4b5 f5e6 b5a5,1293,81,86,396,crushing endgame master pawnEndgame quietMove veryLong,https://lichess.org/6ZRWqWm8/black#78,
02PyG,4kn2/p3b3/1p2P3/1P1p1Qp1/P7/8/1B1N1PK1/3q4 b - - 2 33,d1d2 f5f7 e8d8 b2f6 f8g6 f6e7 g6e7 f7f8 d8c7 f8e7,1234,276,54,3,crushing deflection endgame exposedKing master veryLong,https://lichess.org/4dKDIYf9/black#66,
039Zj,8/8/8/2pPp1bR/2P1P3/5rkp/4K3/8 b - - 3 62,g3g4 h5g5 g4g5 e2f3 h3h2 f3g2 h2h1r g2h1,1238,75,80,125,crushing deflection endgame veryLong,https://lichess.org/Zw8U7rDf/black#124,
03CBj,5rk1/p4ppp/1p6/4p3/3PQP2/2PKP2q/P5r1/2R1R3 b - - 4 32,g2a2 e1h1 a2h2 h1h2 h3h2 c1h1 h2h1 e4h1,1210,78,93,612,clearance crushing endgame veryLong,https://lichess.org/jFEMAwSs/black#64,
03CLV,5Q2/7k/p1p3pp/B1PpP1p1/P2Pn1P1/4P2P/8/2q3K1 w - - 3 30,f8f1 c1e3 g1h2 e3g3 h2h1 e4f2 f1f2 g3f2,1239,77,95,111,crushing endgame exposedKing veryLong,https://lichess.org/EZiYKQJx#59,
040wH,8/8/1p1k1K2/p1p5/P1P5/1P6/8/8 w - - 12 49,f6f7 d6e5 f7e8 e5d4 e8d7 d4c3 d7c6 c3b3,1232,78,93,818,crushing endgame pawnEndgame veryLong,https://lichess.org/d9bfDeBN#97,
042fY,2r3k1/5ppp/8/4p1N1/3n4/3n4/P4PPP/1R3RK1 w - - 0 22,b1b7 d4e2 g1h1 d3f2 f1f2 c8c1 f2f1 c1f1,1269,78,87,1114,backRankMate deflection endgame mate mateIn4 sacrifice veryLong,https://lichess.org/mNvYqaC8#43,
04PtE,r1b1r1k1/pp3ppp/5q2/3p4/3Pn3/BQP3P1/P4PBP/R3R1K1 w - - 7 16,b3d5 f6f2 g1h1 e4g3 h2g3 e8e1 a1e1 f2e1,1261,79,91,2275,advantage discoveredAttack kingsideAttack middlegame veryLong,https://lichess.org/Ik0jjWsd#31,English_Opening English_Opening_Kings_English_Variation
04gbv,8/2r3p1/7p/4k2P/6P1/R1p2P2/2K5/8 w - - 3 55,a3c3 c7c3 c2c3 e5f4 c3d4 f4f3 g4g5 h6g5,1234,78,91,102,crushing endgame rookEndgame veryLong,https://lichess.org/ou6z8K4g#109,
04p5R,2r5/1k4q1/2pRp3/ppQ1Pp1p/8/2P1P3/PP3PrP/3R2K1 w - - 0 30,g1f1 g2g1 f1e2 g7g4 f2f3 g4g2 e2d3 g1d1,1258,243,88,18,deflection endgame mate mateIn4 veryLong,https://lichess.org/9vFqJ15K#59,
07I8T,4r1k1/pR1n1p1p/r5pB/2pP4/8/5Q2/2P2PPP/q4RK1 w - - 1 21,b7d7 a1f1 g1f1 a6a1 h6c1 a1c1 f3d1 c1d1,1295,75,79,168,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/vBJcsRdS#41,
0A1eV,8/8/p3k1p1/1p2P1Pp/P2K3P/8/8/8 w - - 0 42,a4b5 a6b5 d4e4 b5b4 e4d4 b4b3 d4c3 e6e5,1266,75,85,123,crushing endgame pawnEndgame quietMove veryLong,https://lichess.org/sVgmw6dx#83,
0A4B5,1r2q1k1/Q3Prpp/2p3p1/2Pp4/8/4nP2/P1P1N1PP/1RR3K1 b - - 2 25,b8b1 c1b1 f7e7 b1b8 e7a7 b8e8 g8f7 e8e3,1255,78,75,317,crushing fork middlegame pin veryLong,https://lichess.org/lMJbpjvm/black#50,
0B1GK,8/8/8/4kp1p/7P/4K1P1/8/8 b - - 1 45,e5f6 e3f4 f6e6 f4g5 e6e5 g5h5 e5f6 h5h6 f5f4 g3f4,1299,76,93,2423,crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/ougsMCi5/black#90,
0BzVY,4rk2/3R1ppQ/2Pp1q1p/p7/1p5P/8/P4PK1/8 b - - 1 34,f6g6 h7g6 f7g6 c6c7 e8c8 d7d8 f8e7 d8c8,1265,77,94,2403,advancedPawn crushing endgame veryLong,https://lichess.org/Mmj1F3NY/black#68,
0CErp,8/8/4K2p/R6P/6r1/5k2/8/8 b - - 1 57,g4g5 a5g5 h6g5 h5h6 g5g4 h6h7 g4g3 h7h8q,1235,74,91,1436,advancedPawn crushing endgame promotion rookEndgame veryLong,https://lichess.org/4VDynuIG/black#114,
0D9GI,r5k1/Rp3ppp/3Q1n2/7q/2P3b1/8/5PPP/4R1K1 b - - 0 23,a8f8 d6f8 g8f8 a7a8 g4c8 a8c8 f6e8 e1e8,1229,76,92,4203,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/XvgCLFJT/black#46,
0DALS,k2r2br/pp2b1p1/2p3Pp/3pq2P/4N3/2B5/PPP1Q3/1K1R3R b - - 1 24,e5e4 e2e4 d5e4 d1d8 e7d8 c3g7 g8a2 b1a2,1266,76,90,374,advantage middlegame veryLong,https://lichess.org/a5JIjW15/black#48,
0DxN7,4r2k/p1p3pr/2p5/5P1q/2P2B1b/1P1R1P2/P1Q3P1/3R2K1 w - - 3 33,g2g3 h4g3 f4g3 h5h1 g1f2 h7h2 g3h2 h1h2,1220,78,82,385,clearance crushing exposedKing kingsideAttack middlegame sacrifice veryLong,https://lichess.org/F87Qaoru#65,
0ES2T,8/5p1p/k7/2p5/4KP2/4P2P/8/8 w - - 0 48,e4d5 a6b5 f4f5 c5c4 d5d4 b5b4 e3e4 c4c3 d4d3 b4b3,1242,76,94,1597,crushing defensiveMove endgame pawnEndgame quietMove veryLong,https://lichess.org/y6uIIhmn#95,
0EWDw,4r1k1/6p1/p1q4p/2p5/5pQ1/2B1b2P/PP4P1/3R3K b - - 5 37,e8e7 d1d8 g8h7 g4f5 c6g6 d8h8 h7h8 f5g6,1239,76,91,199,crushing deflection endgame veryLong,https://lichess.org/HhEqtm6c/black#74,
0FNZF,2r3k1/3q1ppp/p5n1/1p1p2B1/1n1P4/4Q2P/P4PP1/1B2R1K1 b - - 6 24,b4c2 b1c2 c8c2 e3e8 g6f8 e8d7 f8d7 e1e8,1239,76,93,6398,clearance crushing middlegame veryLong,https://lichess.org/qoVHWJLt/black#48,
0Fnu9,7r/PK6/6p1/8/5P2/6k1/7p/7R w - - 4 59,a7a8q h8a8 b7a8 g3g2 h1d1 h2h1q d1h1 g2h1,1266,75,93,7848,advancedPawn crushing endgame promotion veryLong,https://lichess.org/9VANwQRs#117,
0G0Rz,r1br2k1/p4ppp/2p2n2/2q1p3/3N4/P1N1Q1P1/4PP1P/3RKB1R w K - 0 18,d4f5 d8d1 c3d1 c5a5 e3c3 a5c3 d1c3 c8f5,1252,303,-83,3,advantage middlegame veryLong,https://lichess.org/SHbkRm1y#35,Queens_Gambit_Declined Queens_Gambit_Declined_Normal_Defense
0G1JI,8/7p/1P3Rp1/2k5/1r4P1/2K4P/8/8 b - - 4 50,b4b6 f6b6 c5b6 c3d4 b6c6 d4e5 c6d7 e5f6 d7e8 f6g7,1203,78,79,113,crushing endgame rookEndgame veryLong,https://lichess.org/9WTay3Tm/black#100,
0GzPa,r6r/1p2k3/p2p1p1q/3Pb3/4P3/3B4/PP3QRP/5R1K w - - 0 30,f2f5 h6h2 g2h2 h8h2 h1g1 a8g8 f5g6 g8g6,1259,75,90,2746,mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/4EkDR7v7#59,
0HJoh,4r3/p1k2N1p/b2p2pb/2pP4/6Q1/2P5/PP2rPPP/R5K1 w - - 1 23,g2g3 e2e1 a1e1 e8e1 g1g2 a6f1 g2f3 f1e2,1287,88,83,92,crushing kingsideAttack middlegame veryLong,https://lichess.org/ArkTYCr9#45,
