PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
004Lu,8/p1p4p/4Pk2/2PP1p1P/1r3r2/5B2/P3RK2/8 b - - 3 38,f6e7 d5d6 c7d6 c5d6 e7d6 e6e7,1240,75,100,152,advancedPawn advantage endgame exposedKing long master,https://lichess.org/WMeZuWza/black#76,
00Kyy,8/P7/8/5k2/8/5pr1/5r2/R6K w - - 0 50,a7a8q g3h3 h1g1 f2g2 g1f1 h3h1,1256,75,100,202,endgame exposedKing long master mate mateIn3 queenRookEndgame,https://lichess.org/VrBw9rnh#99,
01gFv,2rr2k1/1p3pp1/p4q1p/8/1P2P3/P2B4/6Q1/R2R3K w - - 1 31,d1f1 f6h4 g2h2 h4h2 h1h2 d8d3,1228,73,96,12443,crushing exposedKing long middlegame,https://lichess.org/6W1cGyrA#61,
02PyG,4kn2/p3b3/1p2P3/1P1p1Qp1/P7/8/1B1N1PK1/3q4 b - - 2 33,d1d2 f5f7 e8d8 b2f6 f8g6 f6e7 g6e7 f7f8 d8c7 f8e7,1234,276,54,3,crushing deflection endgame exposedKing master veryLong,https://lichess.org/4dKDIYf9/black#66,
02vM9,1r2rk2/3b1qb1/3p3B/1p1Pp3/p3P2Q/PpP2P2/1P3KP1/R6R b - - 8 39,e8e7 h6g7 f7g7 h4h8 f8f7 h8b8,1206,104,100,19,clearance crushing exposedKing long middlegame skewer,https://lichess.org/k786XfuO/black#78,
03CLV,5Q2/7k/p1p3pp/B1PpP1p1/P2Pn1P1/4P2P/8/2q3K1 w - - 3 30,f8f1 c1e3 g1h2 e3g3 h2h1 e4f2 f1f2 g3f2,1239,77,95,111,crushing endgame exposedKing veryLong,https://lichess.org/EZiYKQJx#59,
03mPS,8/2Q1kppp/3pr3/8/1q5P/8/5PP1/3R2K1 b - - 3 31,e7f6 c7d8 e6e7 d1d6 b4d6 d8d6,1290,74,83,906,crushing deflection endgame exposedKing long,https://lichess.org/J0QmzD3z/black#62,
046Zg,8/6p1/7p/8/8/2kppN1P/6P1/3K4 w - - 2 52,f3e5 e3e2 d1e1 d3d2 e1e2 c3c2,1269,76,64,111,advancedPawn crushing defensiveMove endgame exposedKing knightEndgame long,https://lichess.org/J6Fy6WuE#103,
05Cet,6k1/p4p1p/p2P2p1/6P1/3rrNbP/1P1R4/P2K4/5R2 w - - 3 30,f4g2 e4e2 d2c3 d4d3 c3d3 e2g2,1248,75,91,1427,advantage endgame exposedKing fork long,https://lichess.org/CedhZfnA#59,
05uZY,6k1/pp6/2p3pp/4Npq1/3Pp3/2P5/PP1bQP2/5K2 b - - 1 28,d2f4 e2c4 g8h8 e5f7 h8g7 f7g5,1215,76,99,2181,crushing endgame exposedKing fork long,https://lichess.org/RSUuOYYz/black#56,
